,real_rng,rng,rssi,fp_idx,fp_power,fp_amp1,fp_amp2,fp_amp3,std_noise,pacc_cnt,condition,location_from,location_to,msid,bias,rng_wo_bias,error,error_nobias,env
21882,7.451,7.484,-79.958,748,-85.501,1765,4620,4295,48,101,los,til,til,446,0.006355541606914095,7.477644458393086,0.026644458393086268,0.03300000000000036,tiltil
21883,7.451,7.508,-79.895,747,-85.425,1748,4534,4477,44,101,los,til,til,446,0.006609680664386275,7.501390319335614,0.05039031933561411,0.057000000000000384,tiltil
21885,7.451,7.515,-80.037,751,-85.698,1663,3965,4745,48,101,los,til,til,446,0.006683621546061502,7.508316378453938,0.057316378453938555,0.06400000000000006,tiltil
21887,7.451,7.489,-80.074,749,-85.923,2922,4563,3094,40,101,los,til,til,446,0.00640856751010066,7.482591432489899,0.031591432489899596,0.038000000000000256,tiltil
21888,7.451,7.501,-79.988,745,-85.384,3075,4984,3127,40,101,los,til,til,446,0.006535657231787617,7.494464342768213,0.04346434276821309,0.05000000000000071,tiltil
21891,7.451,7.487,-79.87,745,-85.433,2603,4997,3440,44,101,los,til,til,446,0.006387362225765969,7.480612637774234,0.029612637774234507,0.036000000000000476,tiltil
21892,7.451,7.521,-80.048,747,-85.746,1789,3537,4984,44,101,los,til,til,446,0.006746933833112756,7.514253066166887,0.06325306616688753,0.07000000000000028,tiltil
21893,7.451,7.509,-80.048,746,-86.142,2103,4351,3696,48,101,los,til,til,446,0.0066202486987796405,7.502379751301221,0.05137975130122108,0.05800000000000072,tiltil
21894,7.451,7.497,-80.044,750,-85.939,2714,4644,3139,40,101,los,til,til,446,0.006493321016838749,7.490506678983161,0.039506678983161514,0.04600000000000026,tiltil
21895,7.451,7.512,-79.936,748,-85.855,2352,4424,3800,48,101,los,til,til,446,0.006651942697236457,7.505348057302763,0.054348057302763486,0.06099999999999994,tiltil
21896,7.451,7.517,-79.91,746,-85.597,3025,4836,3071,40,101,los,til,til,446,0.0067047323668782965,7.510295267633122,0.05929526763312243,0.06600000000000072,tiltil
21897,7.451,7.491,-80.014,745,-85.545,1593,4508,4428,48,101,los,til,til,446,0.006429766028523076,7.484570233971477,0.03357023397147696,0.040000000000000036,tiltil
21899,7.451,7.503,-79.827,751,-85.18,2324,4975,4006,44,101,los,til,til,446,0.006556815214628031,7.496443184785372,0.04544318478537246,0.05200000000000049,tiltil
21900,7.451,7.503,-79.936,747,-85.942,2036,4270,4048,44,101,los,til,til,446,0.006556815214628031,7.496443184785372,0.04544318478537246,0.05200000000000049,tiltil
21901,7.451,7.484,-80.029,746,-85.508,1815,4624,4261,48,101,los,til,til,446,0.006355541606914095,7.477644458393086,0.026644458393086268,0.03300000000000036,tiltil
21902,7.451,7.496,-79.91,744,-85.454,1719,4353,4633,44,101,los,til,til,446,0.006482732742430386,7.48951726725757,0.03851726725757043,0.04500000000000082,tiltil
21952,10.96,11.525,-85.614,745,-99.812,698,894,551,24,101,nlos,1078ieeg,hw,448,0.03845719888292187,11.486542801117078,0.5265428011170776,0.5649999999999995,1078ieeghw
21955,10.96,11.544,-85.427,741,-101.172,473,830,500,24,101,nlos,1078ieeg,hw,448,0.03856847863689872,11.505431521363102,0.5454315213631009,0.5839999999999996,1078ieeghw
21956,10.96,11.537,-85.285,741,-100.71,492,808,631,20,101,nlos,1078ieeg,hw,448,0.03852751456931802,11.498472485430682,0.538472485430681,0.577,1078ieeghw
21957,10.96,11.544,-85.401,739,-100.381,148,777,877,20,101,nlos,1078ieeg,hw,448,0.03856847863689872,11.505431521363102,0.5454315213631009,0.5839999999999996,1078ieeghw
21960,10.96,11.521,-85.324,744,-101.82,153,563,813,20,101,nlos,1078ieeg,hw,448,0.038433734585131774,11.482566265414869,0.5225662654148682,0.5609999999999999,1078ieeghw
21962,10.96,11.537,-85.375,746,-100.254,364,877,731,20,101,nlos,1078ieeg,hw,448,0.03852751456931802,11.498472485430682,0.538472485430681,0.577,1078ieeghw
21963,10.96,11.521,-85.454,742,-100.553,252,813,785,20,101,nlos,1078ieeg,hw,448,0.038433734585131774,11.482566265414869,0.5225662654148682,0.5609999999999999,1078ieeghw
21964,10.96,11.543,-85.479,746,-100.837,331,816,693,20,101,nlos,1078ieeg,hw,448,0.03856262903467744,11.504437370965322,0.544437370965321,0.5829999999999984,1078ieeghw
21968,10.96,11.516,-85.682,743,-101.278,372,805,590,20,101,nlos,1078ieeg,hw,448,0.03840438609715058,11.47759561390285,0.5175956139028486,0.5559999999999992,1078ieeghw
21969,10.96,11.521,-85.466,740,-102.006,195,532,799,24,101,nlos,1078ieeg,hw,448,0.038433734585131774,11.482566265414869,0.5225662654148682,0.5609999999999999,1078ieeghw
21972,10.96,11.53,-85.493,743,-100.618,482,839,620,20,101,nlos,1078ieeg,hw,448,0.03848651115299884,11.491513488847001,0.5315134888470006,0.5699999999999985,1078ieeghw
21975,10.96,11.514,-85.44,745,-100.552,632,816,525,24,101,nlos,1078ieeg,hw,448,0.03839264106262785,11.47560735893737,0.5156073589373698,0.5539999999999985,1078ieeghw
21976,10.96,11.516,-85.363,741,-100.277,529,902,579,20,101,nlos,1078ieeg,hw,448,0.03840438609715058,11.47759561390285,0.5175956139028486,0.5559999999999992,1078ieeghw
21979,10.96,11.525,-85.479,740,-100.744,489,824,604,20,101,nlos,1078ieeg,hw,448,0.03845719888292187,11.486542801117078,0.5265428011170776,0.5649999999999995,1078ieeghw
21981,10.96,11.543,-85.454,746,-101.177,315,745,712,20,101,nlos,1078ieeg,hw,448,0.03856262903467744,11.504437370965322,0.544437370965321,0.5829999999999984,1078ieeghw
21982,10.96,11.53,-85.401,739,-101.155,111,643,861,20,101,nlos,1078ieeg,hw,448,0.03848651115299884,11.491513488847001,0.5315134888470006,0.5699999999999985,1078ieeghw
21985,10.96,11.53,-85.6,746,-100.749,543,827,550,28,101,nlos,1078ieeg,hw,448,0.03848651115299884,11.491513488847001,0.5315134888470006,0.5699999999999985,1078ieeghw
21986,10.96,11.514,-85.545,741,-100.119,495,923,620,20,101,nlos,1078ieeg,hw,448,0.03839264106262785,11.47560735893737,0.5156073589373698,0.5539999999999985,1078ieeghw
21987,10.96,11.511,-85.533,744,-100.834,499,812,590,20,101,nlos,1078ieeg,hw,448,0.03837501746547378,11.472624982534526,0.5126249825345255,0.5509999999999984,1078ieeghw
21989,10.96,11.544,-85.519,745,-100.59,744,767,433,24,101,nlos,1078ieeg,hw,448,0.03856847863689872,11.505431521363102,0.5454315213631009,0.5839999999999996,1078ieeghw
21994,10.96,11.511,-85.388,739,-100.824,268,663,865,20,101,nlos,1078ieeg,hw,448,0.03837501746547378,11.472624982534526,0.5126249825345255,0.5509999999999984,1078ieeghw
22001,8.968,8.895,-79.552,746,-82.145,4687,6045,5866,40,101,los,wkst,wkst,449,0.019792081804109074,8.87520791819589,-0.09279208180410947,-0.0730000000000004,wkstwkst
22002,8.968,8.895,-79.419,747,-81.847,4906,6401,5871,36,101,los,wkst,wkst,449,0.019792081804109074,8.87520791819589,-0.09279208180410947,-0.0730000000000004,wkstwkst
22004,8.968,8.901,-79.328,744,-81.755,6034,6407,4919,32,101,los,wkst,wkst,449,0.019843263183816795,8.881156736816184,-0.08684326318381608,-0.06700000000000017,wkstwkst
22005,8.968,8.907,-79.475,744,-81.972,6164,6207,4492,32,101,los,wkst,wkst,449,0.01989439871226395,8.887105601287736,-0.08089439871226389,-0.06099999999999994,wkstwkst
22006,8.968,8.873,-79.458,749,-82.101,6304,6310,3783,40,101,los,wkst,wkst,449,0.019604023611141663,8.853395976388857,-0.11460402361114319,-0.09500000000000064,wkstwkst
22007,8.968,8.905,-79.525,747,-81.993,5216,6486,5191,32,101,los,wkst,wkst,449,0.019877358627456765,8.885122641372543,-0.08287735862745649,-0.06300000000000061,wkstwkst
22008,8.968,8.894,-79.528,745,-82.187,5960,6377,3979,36,101,los,wkst,wkst,449,0.01978354711270125,8.8742164528873,-0.0937835471127002,-0.07399999999999984,wkstwkst
22009,8.968,8.885,-79.582,745,-82.551,6041,6038,3416,36,101,los,wkst,wkst,449,0.019706677469979006,8.865293322530022,-0.1027066774699783,-0.08300000000000018,wkstwkst
22010,8.968,8.891,-79.488,751,-81.885,5262,6208,5694,36,101,los,wkst,wkst,449,0.01975793538540138,8.871242064614599,-0.09675793538540134,-0.07699999999999996,wkstwkst
22012,8.968,8.908,-79.485,744,-81.762,5645,6498,5233,36,101,los,wkst,wkst,449,0.019902916846267438,8.888097083153731,-0.07990291684626882,-0.0600000000000005,wkstwkst
22013,8.968,8.891,-79.565,746,-82.009,5578,6327,4973,36,101,los,wkst,wkst,449,0.01975793538540138,8.871242064614599,-0.09675793538540134,-0.07699999999999996,wkstwkst
22014,8.968,8.885,-79.545,745,-82.143,4528,6289,5736,36,101,los,wkst,wkst,449,0.019706677469979006,8.865293322530022,-0.1027066774699783,-0.08300000000000018,wkstwkst
22015,8.968,8.897,-79.61,748,-82.237,6065,5965,4312,32,101,los,wkst,wkst,449,0.019809147361840473,8.87719085263816,-0.0908091473618402,-0.07099999999999973,wkstwkst
22019,8.968,8.896,-79.569,748,-82.138,4009,6378,6026,36,101,los,wkst,wkst,449,0.01980061522040444,8.876199384779596,-0.09180061522040361,-0.07199999999999918,wkstwkst
22020,8.968,8.891,-79.565,750,-82.058,5582,6449,4696,32,101,los,wkst,wkst,449,0.01975793538540138,8.871242064614599,-0.09675793538540134,-0.07699999999999996,wkstwkst
22021,8.968,8.896,-79.482,750,-82.142,3760,6450,6102,32,101,los,wkst,wkst,449,0.01980061522040444,8.876199384779596,-0.09180061522040361,-0.07199999999999918,wkstwkst
22023,8.968,8.901,-79.508,745,-82.138,4167,6138,6166,36,101,los,wkst,wkst,449,0.019843263183816795,8.881156736816184,-0.08684326318381608,-0.06700000000000017,wkstwkst
22025,8.968,8.887,-79.518,751,-81.97,4959,6099,5911,36,101,los,wkst,wkst,449,0.01972376854937341,8.867276231450628,-0.10072376854937204,-0.08099999999999952,wkstwkst
22028,8.968,8.905,-79.784,748,-82.337,6298,5953,3715,36,101,los,wkst,wkst,449,0.019877358627456765,8.885122641372543,-0.08287735862745649,-0.06300000000000061,wkstwkst
22031,8.968,8.89,-79.501,748,-81.934,4454,6511,5943,36,101,los,wkst,wkst,449,0.019749395591127872,8.870250604408874,-0.09774939559112639,-0.0779999999999994,wkstwkst
22032,8.968,8.909,-79.468,747,-81.759,5861,6454,5054,32,101,los,wkst,wkst,449,0.01991143370832127,8.88908856629168,-0.07891143370832054,-0.058999999999999275,wkstwkst
22033,8.968,8.903,-79.472,751,-81.842,5255,6393,5580,32,101,los,wkst,wkst,449,0.019860313451958156,8.883139686548041,-0.08486031345195855,-0.0649999999999995,wkstwkst
22034,8.968,8.908,-79.586,746,-82.049,4941,6275,5587,36,101,los,wkst,wkst,449,0.019902916846267438,8.888097083153731,-0.07990291684626882,-0.0600000000000005,wkstwkst
22035,8.968,8.878,-79.488,750,-81.825,6074,6453,4635,36,101,los,wkst,wkst,449,0.01964681843651661,8.858353181563484,-0.10964681843651647,-0.08999999999999986,wkstwkst
22036,8.968,8.908,-79.613,748,-81.99,5200,6116,5644,36,101,los,wkst,wkst,449,0.019902916846267438,8.888097083153731,-0.07990291684626882,-0.0600000000000005,wkstwkst
22037,8.968,8.894,-79.579,748,-82.047,5550,6053,5253,36,101,los,wkst,wkst,449,0.01978354711270125,8.8742164528873,-0.0937835471127002,-0.07399999999999984,wkstwkst
22038,8.968,8.897,-79.465,747,-81.692,5645,6576,5293,32,101,los,wkst,wkst,449,0.019809147361840473,8.87719085263816,-0.0908091473618402,-0.07099999999999973,wkstwkst
22039,8.968,8.881,-79.488,748,-81.842,6045,6307,4828,36,101,los,wkst,wkst,449,0.0196724799786665,8.861327520021334,-0.10667247997866625,-0.08699999999999974,wkstwkst
22040,8.968,8.895,-79.455,750,-81.905,6167,6480,4264,36,101,los,wkst,wkst,449,0.019792081804109074,8.87520791819589,-0.09279208180410947,-0.0730000000000004,wkstwkst
22041,8.968,8.874,-79.668,747,-82.059,6068,6227,4379,40,101,los,wkst,wkst,449,0.019612585136205674,8.854387414863794,-0.11361258513620598,-0.09399999999999942,wkstwkst
22042,8.968,8.89,-79.432,751,-81.839,5680,6321,5242,32,101,los,wkst,wkst,449,0.019749395591127872,8.870250604408874,-0.09774939559112639,-0.0779999999999994,wkstwkst
22043,8.968,8.898,-79.532,744,-81.915,5373,6461,5231,40,101,los,wkst,wkst,449,0.019817678228654323,8.878182321771344,-0.0898176782286555,-0.07000000000000028,wkstwkst
22044,8.968,8.896,-79.377,750,-81.838,5942,6387,4859,36,101,los,wkst,wkst,449,0.01980061522040444,8.876199384779596,-0.09180061522040361,-0.07199999999999918,wkstwkst
22046,8.968,8.905,-79.508,746,-82.241,6302,6278,3428,36,101,los,wkst,wkst,449,0.019877358627456765,8.885122641372543,-0.08287735862745649,-0.06300000000000061,wkstwkst
22047,8.968,8.895,-79.475,751,-81.988,4383,6205,6215,36,101,los,wkst,wkst,449,0.019792081804109074,8.87520791819589,-0.09279208180410947,-0.0730000000000004,wkstwkst
22089,10.99,13.341,-87.82,740,-104.878,491,392,317,20,101,nlos,1078ieeg,hw,450,0.047897548127107115,13.293102451872892,2.303102451872892,2.350999999999999,1078ieeghw
22098,10.99,13.341,-87.228,740,-105.111,467,400,302,20,101,nlos,1078ieeg,hw,450,0.047897548127107115,13.293102451872892,2.303102451872892,2.350999999999999,1078ieeghw
22148,9.169,9.673,-80.07,745,-86.688,2068,4172,3311,36,101,nlos,3edvl,3edvl,452,0.02606387744995775,9.646936122550041,0.4779361225500409,0.5039999999999996,3edvl3edvl
22150,9.169,9.675,-80.044,752,-87.587,304,3141,4072,28,101,nlos,3edvl,3edvl,452,0.026079097398741702,9.648920902601258,0.47992090260125764,0.5060000000000002,3edvl3edvl
22151,9.169,9.704,-80.229,745,-86.975,2439,3849,3129,32,101,nlos,3edvl,3edvl,452,0.026299291722175155,9.677700708277825,0.508700708277825,0.5350000000000001,3edvl3edvl
22154,9.169,9.666,-80.198,748,-87.563,212,3141,4096,36,101,nlos,3edvl,3edvl,452,0.02601057286569919,9.639989427134301,0.4709894271343007,0.4969999999999999,3edvl3edvl
22155,9.169,9.662,-79.859,747,-86.449,3331,4044,2653,40,101,nlos,3edvl,3edvl,452,0.02598008880492131,9.63601991119508,0.467019911195079,0.4930000000000003,3edvl3edvl
22159,9.169,9.648,-80.202,748,-88.221,578,2867,3792,36,101,nlos,3edvl,3edvl,452,0.02587325521857231,9.622126744781427,0.4531267447814269,0.4789999999999992,3edvl3edvl
22160,9.169,9.676,-80.097,745,-86.58,1315,4116,3846,32,101,nlos,3edvl,3edvl,452,0.026086705718729952,9.64991329428127,0.48091329428126883,0.5069999999999997,3edvl3edvl
22162,9.169,9.682,-79.943,744,-86.704,2572,4150,2947,40,101,nlos,3edvl,3edvl,452,0.026132332489543053,9.655867667510456,0.48686766751045596,0.5129999999999999,3edvl3edvl
22163,9.169,9.671,-80.143,748,-86.728,2645,4040,3004,36,101,nlos,3edvl,3edvl,452,0.02604865308808968,9.64495134691191,0.4759513469119092,0.5019999999999989,3edvl3edvl
22164,9.169,9.684,-79.895,751,-86.531,2805,4190,2902,32,101,nlos,3edvl,3edvl,452,0.026147532599226864,9.657852467400772,0.48885246740077193,0.5149999999999988,3edvl3edvl
22167,9.169,9.684,-80.143,750,-87.19,2363,3939,2825,40,101,nlos,3edvl,3edvl,452,0.026147532599226864,9.657852467400772,0.48885246740077193,0.5149999999999988,3edvl3edvl
22168,9.169,9.683,-80.086,745,-86.55,1096,4066,3995,36,101,nlos,3edvl,3edvl,452,0.026139933095020496,9.65686006690498,0.48786006690497885,0.5139999999999993,3edvl3edvl
22169,9.169,9.683,-80.166,746,-87.922,431,3152,3801,36,101,nlos,3edvl,3edvl,452,0.026139933095020496,9.65686006690498,0.48786006690497885,0.5139999999999993,3edvl3edvl
22171,9.169,9.691,-80.159,744,-87.138,2616,3915,2694,36,101,nlos,3edvl,3edvl,452,0.026200698309700066,9.664799301690302,0.49579930169030106,0.5220000000000002,3edvl3edvl
22172,9.169,9.676,-80.086,750,-86.415,2298,4294,3323,44,101,nlos,3edvl,3edvl,452,0.026086705718729952,9.64991329428127,0.48091329428126883,0.5069999999999997,3edvl3edvl
22173,9.169,9.662,-80.029,747,-86.928,1990,4058,3234,36,101,nlos,3edvl,3edvl,452,0.02598008880492131,9.63601991119508,0.467019911195079,0.4930000000000003,3edvl3edvl
22174,9.169,9.72,-80.206,750,-87.932,265,3323,3661,36,101,nlos,3edvl,3edvl,452,0.02642038297920024,9.6935796170208,0.5245796170207999,0.5510000000000002,3edvl3edvl
22175,9.169,9.661,-80.113,744,-86.211,3004,4331,2941,36,101,nlos,3edvl,3edvl,452,0.025972465026548264,9.635027534973451,0.46602753497345084,0.4919999999999991,3edvl3edvl
22176,9.169,9.671,-80.082,751,-87.53,110,3310,3990,36,101,nlos,3edvl,3edvl,452,0.02604865308808968,9.64495134691191,0.4759513469119092,0.5019999999999989,3edvl3edvl
22177,9.169,9.671,-79.845,746,-87.311,145,3172,4266,40,101,nlos,3edvl,3edvl,452,0.02604865308808968,9.64495134691191,0.4759513469119092,0.5019999999999989,3edvl3edvl
22178,9.169,9.638,-80.143,745,-86.551,2617,4265,2941,44,101,nlos,3edvl,3edvl,452,0.02579681255237798,9.612203187447623,0.4432031874476223,0.4689999999999994,3edvl3edvl
22179,9.169,9.704,-79.98,744,-86.629,1511,4187,3644,32,101,nlos,3edvl,3edvl,452,0.026299291722175155,9.677700708277825,0.508700708277825,0.5350000000000001,3edvl3edvl
22181,9.169,9.718,-80.033,750,-87.131,812,3823,3769,44,101,nlos,3edvl,3edvl,452,0.026405261903751587,9.69159473809625,0.5225947380962488,0.5489999999999995,3edvl3edvl
22183,9.169,9.675,-79.834,747,-86.31,1912,4278,3695,40,101,nlos,3edvl,3edvl,452,0.026079097398741702,9.648920902601258,0.47992090260125764,0.5060000000000002,3edvl3edvl
22184,9.169,9.663,-79.943,745,-86.826,1890,4133,3312,32,101,nlos,3edvl,3edvl,452,0.02598771147781953,9.63701228852218,0.46801228852218024,0.4939999999999998,3edvl3edvl
22187,9.169,9.671,-80.105,748,-86.183,3070,4335,2907,40,101,nlos,3edvl,3edvl,452,0.02604865308808968,9.64495134691191,0.4759513469119092,0.5019999999999989,3edvl3edvl
22188,9.169,9.653,-79.812,744,-86.328,2555,4312,3216,36,101,nlos,3edvl,3edvl,452,0.02591143497854098,9.62708856502146,0.458088565021459,0.484,3edvl3edvl
22190,9.169,9.691,-80.021,744,-86.149,2390,4389,3461,36,101,nlos,3edvl,3edvl,452,0.026200698309700066,9.664799301690302,0.49579930169030106,0.5220000000000002,3edvl3edvl
22191,9.169,9.703,-80.01,751,-86.628,2278,4193,3214,32,101,nlos,3edvl,3edvl,452,0.026291714201681415,9.676708285798318,0.5077082857983175,0.5339999999999989,3edvl3edvl
22192,9.169,9.703,-80.178,751,-87.096,2337,3941,2953,44,101,nlos,3edvl,3edvl,452,0.026291714201681415,9.676708285798318,0.5077082857983175,0.5339999999999989,3edvl3edvl
22193,9.169,9.666,-79.87,749,-85.973,3244,4407,2922,36,101,nlos,3edvl,3edvl,452,0.02601057286569919,9.639989427134301,0.4709894271343007,0.4969999999999999,3edvl3edvl
22194,9.169,9.74,-80.059,749,-87.714,344,3205,3922,36,101,nlos,3edvl,3edvl,452,0.026571353328585623,9.713428646671414,0.5444286466714132,0.5709999999999997,3edvl3edvl
22195,9.169,9.695,-80.139,752,-87.2,964,3697,3797,40,101,nlos,3edvl,3edvl,452,0.02623105451830554,9.668768945481695,0.49976894548169426,0.5259999999999998,3edvl3edvl
22196,9.169,9.673,-80.17,749,-87.022,2751,3940,2671,36,101,nlos,3edvl,3edvl,452,0.02606387744995775,9.646936122550041,0.4779361225500409,0.5039999999999996,3edvl3edvl
22247,5.649,5.569,-79.713,751,-81.882,6402,6235,4342,48,101,los,lz,lz,454,-0.017548245158470976,5.586548245158471,-0.062451754841529095,-0.08000000000000007,lzlz
22248,5.649,5.599,-79.589,745,-82.135,5999,6414,4001,52,101,los,lz,lz,454,-0.01711009440162048,5.616110094401621,-0.03288990559837934,-0.04999999999999982,lzlz
22250,5.649,5.641,-79.672,751,-82.273,6210,5971,3999,44,101,los,lz,lz,454,-0.01650058508297292,5.657500585082973,0.008500585082972911,-0.008000000000000007,lzlz
22251,5.649,5.682,-79.168,747,-81.958,6430,6212,4131,48,101,los,lz,lz,454,-0.015909940120023336,5.697909940120024,0.0489099401200237,0.03300000000000036,lzlz
22252,5.649,5.644,-79.252,744,-81.849,6011,6420,4704,40,101,los,lz,lz,454,-0.016457221871227112,5.660457221871227,0.011457221871227219,-0.004999999999999893,lzlz
22253,5.649,5.669,-79.351,745,-81.718,6539,6066,4792,44,101,los,lz,lz,454,-0.016096754793434975,5.685096754793435,0.03609675479343455,0.019999999999999574,lzlz
22254,5.649,5.662,-79.508,749,-81.95,6418,6038,4421,44,101,los,lz,lz,454,-0.016197525094526988,5.678197525094527,0.02919752509452689,0.0129999999999999,lzlz
22255,5.649,5.664,-79.174,750,-81.753,6345,6439,4469,36,101,los,lz,lz,454,-0.016168720863211306,5.680168720863211,0.031168720863210986,0.01499999999999968,lzlz
22256,5.649,5.646,-79.224,750,-81.999,6281,6341,4053,36,101,los,lz,lz,454,-0.016428325843702574,5.6624283258437025,0.01342832584370246,-0.0030000000000001137,lzlz
22257,5.649,5.669,-79.325,744,-82.146,5982,6240,4262,36,101,los,lz,lz,454,-0.016096754793434975,5.685096754793435,0.03609675479343455,0.019999999999999574,lzlz
22258,5.649,5.674,-79.187,749,-82.183,6117,6126,4143,36,101,los,lz,lz,454,-0.016024852247836563,5.690024852247837,0.04102485224783692,0.025000000000000355,lzlz
22259,5.649,5.704,-78.942,746,-81.277,5991,6401,6051,40,101,los,lz,lz,454,-0.015594766834092333,5.719594766834092,0.07059476683409205,0.054999999999999716,lzlz
22260,5.649,5.647,-79.137,748,-81.515,6153,6372,5382,44,101,los,lz,lz,454,-0.01641388166224189,5.663413881662242,0.014413881662242112,-0.0019999999999997797,lzlz
22261,5.649,5.697,-78.954,747,-81.296,6219,6423,5748,48,101,los,lz,lz,454,-0.01569491662970357,5.712694916629704,0.06369491662970361,0.04800000000000004,lzlz
22262,5.649,5.678,-79.061,747,-82.098,6114,6269,4152,44,101,los,lz,lz,454,-0.015967375898904734,5.693967375898905,0.04496737589890465,0.028999999999999915,lzlz
22263,5.649,5.67,-79.293,747,-82.306,5848,6183,4136,48,101,los,lz,lz,454,-0.016082369204757363,5.686082369204757,0.03708236920475727,0.020999999999999908,lzlz
22264,5.649,5.697,-79.049,751,-81.939,6256,6222,4424,44,101,los,lz,lz,454,-0.01569491662970357,5.712694916629704,0.06369491662970361,0.04800000000000004,lzlz
22267,5.649,5.685,-79.763,745,-81.911,6037,6408,4533,48,101,los,lz,lz,454,-0.01586688988715501,5.700866889887155,0.0518668898871546,0.03599999999999959,lzlz
22268,5.649,5.637,-79.137,745,-81.491,6315,6414,5195,44,101,los,lz,lz,454,-0.016558438508615048,5.653558438508615,0.004558438508614593,-0.012000000000000455,lzlz
22269,5.649,5.67,-79.823,745,-82.027,6332,6229,4073,40,101,los,lz,lz,454,-0.016082369204757363,5.686082369204757,0.03708236920475727,0.020999999999999908,lzlz
22270,5.649,5.69,-79.874,747,-82.426,6343,5846,3561,44,101,los,lz,lz,454,-0.015795190120844183,5.705795190120845,0.05679519012084455,0.04100000000000037,lzlz
22272,5.649,5.685,-79.71,748,-81.845,6187,6328,4609,48,101,los,lz,lz,454,-0.01586688988715501,5.700866889887155,0.0518668898871546,0.03599999999999959,lzlz
22273,5.649,5.644,-79.812,748,-81.884,6146,6293,4616,48,101,los,lz,lz,454,-0.016457221871227112,5.660457221871227,0.011457221871227219,-0.004999999999999893,lzlz
22274,5.649,5.616,-79.079,747,-81.331,6059,6414,5850,48,101,los,lz,lz,454,-0.016862841898472425,5.632862841898472,-0.016137158101527938,-0.03300000000000036,lzlz
22275,5.649,5.682,-79.104,746,-81.351,6309,6414,5534,44,101,los,lz,lz,454,-0.015909940120023336,5.697909940120024,0.0489099401200237,0.03300000000000036,lzlz
22276,5.649,5.69,-79.146,746,-81.601,5990,6318,5432,44,101,los,lz,lz,454,-0.015795190120844183,5.705795190120845,0.05679519012084455,0.04100000000000037,lzlz
22277,5.649,5.685,-79.153,745,-81.685,6346,6476,4592,48,101,los,lz,lz,454,-0.01586688988715501,5.700866889887155,0.0518668898871546,0.03599999999999959,lzlz
22278,5.649,5.677,-79.165,750,-82.049,6508,6056,3996,44,101,los,lz,lz,454,-0.015981741181214204,5.692981741181214,0.043981741181213785,0.02799999999999958,lzlz
22279,5.649,5.704,-79.727,751,-82.201,6366,6002,3896,44,101,los,lz,lz,454,-0.015594766834092333,5.719594766834092,0.07059476683409205,0.054999999999999716,lzlz
22280,5.649,5.688,-79.14,748,-81.954,6442,6099,4290,48,101,los,lz,lz,454,-0.01582386243764322,5.703823862437643,0.05482386243764292,0.0389999999999997,lzlz
22281,5.649,5.668,-79.076,746,-81.969,6544,6199,3938,48,101,los,lz,lz,454,-0.016111142923080912,5.684111142923081,0.03511114292308104,0.019000000000000128,lzlz
22282,5.649,5.68,-79.116,751,-81.538,6204,6535,5065,44,101,los,lz,lz,454,-0.015938652940575615,5.695938652940575,0.04693865294057531,0.030999999999999694,lzlz
22283,5.649,5.685,-79.043,748,-81.298,6273,6578,5506,48,101,los,lz,lz,454,-0.01586688988715501,5.700866889887155,0.0518668898871546,0.03599999999999959,lzlz
22284,5.649,5.668,-79.104,751,-81.618,6458,6302,4846,44,101,los,lz,lz,454,-0.016111142923080912,5.684111142923081,0.03511114292308104,0.019000000000000128,lzlz
22285,5.649,5.674,-78.945,747,-82.181,6465,6152,3537,44,101,los,lz,lz,454,-0.016024852247836563,5.690024852247837,0.04102485224783692,0.025000000000000355,lzlz
22286,5.649,5.688,-79.805,751,-82.212,6127,6195,3947,48,101,los,lz,lz,454,-0.01582386243764322,5.703823862437643,0.05482386243764292,0.0389999999999997,lzlz
22287,5.649,5.668,-79.171,750,-81.39,6075,6354,5769,44,101,los,lz,lz,454,-0.016111142923080912,5.684111142923081,0.03511114292308104,0.019000000000000128,lzlz
22288,5.649,5.677,-79.812,744,-81.953,5695,6352,4933,48,101,los,lz,lz,454,-0.015981741181214204,5.692981741181214,0.043981741181213785,0.02799999999999958,lzlz
22290,5.649,5.67,-79.052,749,-81.514,6270,6551,5021,48,101,los,lz,lz,454,-0.016082369204757363,5.686082369204757,0.03708236920475727,0.020999999999999908,lzlz
22292,5.649,5.681,-79.654,747,-81.808,6165,6118,4998,40,101,los,lz,lz,454,-0.015924295263375576,5.696924295263376,0.047924295263375605,0.03200000000000003,lzlz
22293,5.649,5.695,-79.061,745,-81.394,5948,6463,5771,44,101,los,lz,lz,454,-0.015723553567761783,5.710723553567762,0.061723553567762046,0.04600000000000026,lzlz
22294,5.649,5.678,-79.696,744,-82.088,6009,6187,4445,44,101,los,lz,lz,454,-0.015967375898904734,5.693967375898905,0.04496737589890465,0.028999999999999915,lzlz
22296,4.327,5.647,-80.374,751,-85.849,2476,4676,3407,32,101,nlos,lz,lz,455,-0.01641388166224189,5.663413881662242,1.3364138816622422,1.3200000000000003,lzlz
22298,4.327,5.664,-80.477,745,-87.48,25,3081,4208,36,101,nlos,lz,lz,455,-0.016168720863211306,5.680168720863211,1.353168720863211,1.3369999999999997,lzlz
22299,4.327,5.637,-80.46,751,-87.602,1616,3899,2938,32,101,nlos,lz,lz,455,-0.016558438508615048,5.653558438508615,1.3265584385086147,1.3099999999999996,lzlz
