,slot_ID_tag,model_tag,revision_tag,anchor_ID_tag,NPM_tag,RMoteclk_tag,Attenuation_tag,channel,bitrate,preamble,prf,distance_tag,txpower_tag,anchor_tag,antenna_delay_tag,fpindex_tag,ldethres_tag,rxtofs_tag,rxpower_tag,fppower_tag,ppampl_tag,ppindex_tag,rxpacc_tag,rxpacc_nosat_tag,fp_ampl1_tag,fp_ampl2_tag,fp_ampl3_tag,CIR_pwr_tag,CIR_noise_tag,rsmpdel_tag,rcphase_tag,DRX_CAR_INT_tag,OTP_temp_cal_tag,otp_temp_23_tag,sar_temp_l_tag,sar_bat_l_tag,pgdelaycount_tag,pgdelay_tag,LDE_RX_ANT_tag,RAWT1,RAWT4,RAWT5,T1,slot_ID_anchor,model_anchor,revision_anchor,anchor_ID_anchor,NPM_anchor,RMoteclk_anchor,Attenuation_anchor,distance_anchor,txpower_anchor,anchor_anchor,antenna_delay_anchor,fpindex_anchor,ldethres_anchor,rxtofs_anchor,rxpower_anchor,fppower_anchor,ppampl_anchor,ppindex_anchor,rxpacc_anchor,rxpacc_nosat_anchor,fp_ampl1_anchor,fp_ampl2_anchor,fp_ampl3_anchor,CIR_pwr_anchor,CIR_noise_anchor,rsmpdel_anchor,rcphase_anchor,DRX_CAR_INT_anchor,OTP_temp_cal_anchor,otp_temp_23_anchor,sar_temp_l_anchor,sar_bat_l_anchor,pgdelaycount_anchor,pgdelay_anchor,LDE_RX_ANT_anchor,RAWT2,RAWT3,RAWT6,T2,T3,T4,T5,T6,location_ID,loc_tag,fpi,tag_ID,anchor_ID,distance_UWB,distance_GT,error,NLOS
3163,6253,3,0,1,"6d,",340697,0,3,110,1024,64,,8b8b8b8b,,,749.8639999999999,1500,129.007869480163,-79.836,-82.795,28928,22021,271,1020,15883,16863,11100,28928,52,24,57,86326,255,124,123,166,272,16,3003,521296494080,534473420800,534842899456,521296510540,6227,3,0,1,"6d,",345992,,10777,8b8b8b8b,1,16460,748.768,1564.0,4.38540000615157e-06,-78.038,-81.908,512.0,23046.0,273.0,1025.0,16641.0,17501.0,16797.0,10780.0,52.0,37.0,81.0,44705.0,255.0,128.0,126.0,178.0,0.0,16.0,443,520718765568.0,533895685120,534265233408,520718750238,533895701580,534473405477,534842915916,534265218324,3,3-1,749,3,1,10777,10969.411424502228,-192.41142450222833,LOS
3164,6254,3,0,1,"6d,",340751,0,3,110,1024,64,,8b8b8b8b,,,745.584,1396,129.00786957027398,-79.794,-81.305,22528,21253,270,1051,16495,16068,14367,22528,40,25,99,86350,255,124,123,166,272,16,28602,548562989568,561739848704,562109392384,548563006028,6228,3,0,1,"6d,",346047,,10807,8b8b8b8b,1,16460,744.52,1500.0,4.50554795152559e-06,-78.03,-81.547,6656.0,21765.0,271.0,1026.0,17006.0,16831.0,14567.0,10604.0,48.0,37.0,85.0,44353.0,255.0,128.0,126.0,178.0,0.0,16.0,28346,547985387520.0,561162238976,561531852800,547985371958,561162255436,561739833108,562109408844,561531837490,3,3-1,745,3,1,10807,10969.411424502228,-162.41142450222833,LOS
3165,6255,3,0,1,"6d,",340806,0,3,110,1024,64,,8b8b8b8b,,,749.832,1452,129.007869119719,-79.738,-81.563,22272,21509,265,1050,15762,17018,14665,22272,44,21,108,86206,255,124,123,166,272,16,37563,575829488640,589006272000,589375885824,575829505100,6229,3,0,1,"6d,",346102,,10770,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,575252012544,,588428788736,588798472704,575251997275,588428805196,589006256627,589375902284,588798457155,3,3-1,749,3,1,10770,10969.411424502228,-199.41142450222833,LOS
3166,6256,3,0,1,"6d,",340861,0,3,110,1024,64,,8b8b8b8b,,,744.552,1432,129.007869480163,-79.48100000000001,-82.603,12032,22789,271,1049,16621,15621,10541,12032,44,24,103,86196,255,124,123,166,272,16,60858,603095975936,616272697856,616642378752,603095992396,6230,3,0,1,"6d,",346156,,10773,8b8b8b8b,1,16460,745.576,1508.0,4.5656219242126e-06,-78.153,-81.77199999999999,20736.0,21765.0,272.0,1029.0,16776.0,17175.0,16003.0,10990.0,48.0,36.0,96.0,44369.0,255.0,128.0,126.0,178.0,0.0,16.0,35002,602518626304.0,615695340544,616065091584,602518610789,615695357004,616272682211,616642395212,616065076309,3,3-1,744,3,1,10773,10969.411424502228,-196.41142450222833,LOS
3167,6257,3,0,1,"6d,",340915,0,3,110,1024,64,,8b8b8b8b,,,748.8,1544,129.007869480163,-79.762,-81.523,8960,21766,275,1020,17132,17946,13708,8960,48,25,54,86366,255,124,123,166,272,16,60603,630362475008,643539380736,643908872192,630362491468,6231,3,0,1,"6d,",346211,,10808,8b8b8b8b,1,16460,749.84,1476.0,4.41543699249508e-06,-79.962,-81.327,22784.0,22533.0,271.0,1026.0,16664.0,16198.0,14345.0,10439.0,48.0,36.0,86.0,44514.0,255.0,128.0,126.0,178.0,0.0,16.0,6331,629785251328.0,642962149888,643331711488,629785236077,642962166348,643539365343,643908888652,643331695975,3,3-1,748,3,1,10808,10969.411424502228,-161.41142450222833,LOS
3168,6258,3,0,1,"6d,",340970,0,3,110,1024,64,,8b8b8b8b,,,744.544,1536,129.007869329978,-79.65899999999999,-81.152,12544,22534,280,1051,17648,17741,11772,12544,48,24,101,86373,255,124,123,166,272,16,61626,657628960256,670805804544,671175365632,657628976716,6232,3,0,1,"6d,",346265,,10809,8b8b8b8b,1,16460,745.6160000000001,1512.0,4.77588082861713e-06,-79.76899999999999,-81.001,26880.0,20229.0,272.0,1027.0,15737.0,17200.0,12396.0,10059.0,48.0,34.0,92.0,44457.0,255.0,128.0,126.0,178.0,0.0,16.0,31162,657051863040.0,670228699648,670598330880,657051847533,670228716108,670805788901,671175382092,670598315618,3,3-1,744,3,1,10809,10969.411424502228,-160.41142450222833,LOS
3169,6259,3,0,1,"6d,",341025,0,3,110,1024,64,,8b8b8b8b,,,748.8,1488,129.00786957027398,-79.842,-81.267,13312,21509,276,1050,17681,17868,11455,13312,40,25,101,86341,255,124,123,166,272,16,4539,684895455744,698072229888,698441858560,684895472204,6233,3,0,1,"6d,",346320,,10836,8b8b8b8b,1,16460,749.8639999999999,1532.0,4.5656219242126e-06,-79.905,-81.516,25344.0,19461.0,283.0,1028.0,17825.0,18391.0,13913.0,11235.0,40.0,37.0,89.0,44544.0,255.0,128.0,126.0,178.0,0.0,16.0,41403,684318484480.0,697495251456,697864950272,684318469247,697495267916,698072214512,698441875020,697864934754,3,3-1,748,3,1,10836,10969.411424502228,-133.41142450222833,LOS
3170,6260,3,0,1,"6d,",341079,0,3,110,1024,64,,8b8b8b8b,,,744.552,1556,129.007869480163,-79.86,-81.357,11776,22534,277,1021,17551,18057,12272,11776,48,27,48,86310,255,124,123,166,272,16,36794,712161948672,725338913792,725708352000,712161965132,6234,3,0,1,"6d,",346375,,10848,8b8b8b8b,1,16460,745.576,1416.0,4.38540000615157e-06,-79.881,-81.373,21760.0,19717.0,274.0,1025.0,16559.0,16320.0,15168.0,10474.0,40.0,35.0,85.0,44410.0,255.0,128.0,126.0,178.0,0.0,16.0,44986,711585103872.0,724762061312,725131569664,711585088353,724762077772,725338898170,725708368460,725131554397,3,3-1,744,3,1,10848,10969.411424502228,-121.41142450222833,LOS
3171,6261,3,0,1,"6d,",341134,0,3,110,1024,64,,8b8b8b8b,,,748.808,1544,129.007869329978,-79.847,-81.03699999999999,14592,20486,281,1052,17681,17950,10737,14592,48,21,101,86110,255,124,123,166,272,16,4539,739428440064,752605337088,752974844928,739428456524,6235,3,0,1,"6d,",346429,,10765,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,738851721216,,752028611072,752398189056,738851705960,752028627532,752605321685,752974861388,752398173535,3,3-1,748,3,1,10765,10969.411424502228,-204.41142450222833,LOS
3172,6262,3,0,1,"6d,",341188,0,3,110,1024,64,,8b8b8b8b,,,744.544,1476,129.007869179793,-79.725,-81.131,12288,19973,277,1051,17144,17709,11719,12288,40,20,106,86261,255,124,123,166,272,16,63674,766694935552,779871762944,780241338368,766694952012,6236,3,0,1,"6d,",346484,,10759,8b8b8b8b,1,16460,745.6080000000001,1544.0,4.71580685593012e-06,-79.997,-81.506,25344.0,21254.0,271.0,1027.0,16911.0,17746.0,13282.0,10525.0,48.0,39.0,83.0,44624.0,255.0,128.0,126.0,178.0,0.0,16.0,4026,766118343168.0,779295162880,779664808448,766118327695,779295179340,779871747268,780241354828,779664793197,3,3-1,744,3,1,10759,10969.411424502228,-210.41142450222833,LOS
3173,6263,3,0,1,"6d,",341243,0,3,110,1024,64,,8b8b8b8b,,,748.768,1372,129.00786936001498,-79.676,-81.399,4864,18693,275,1050,16555,16541,15271,4864,36,24,101,86301,255,124,123,166,272,16,43963,793961434624,807138188288,807507833344,793961451084,6237,3,0,1,"6d,",346538,,10823,8b8b8b8b,1,16460,749.872,1500.0,4.445473978838581e-06,-79.975,-82.979,27136.0,22533.0,268.0,1028.0,15988.0,16595.0,11932.0,10240.0,52.0,35.0,95.0,44426.0,255.0,128.0,126.0,178.0,0.0,16.0,29883,793384968192.0,806561714688,806931429888,793384952950,806561731148,807138172871,807507849804,806931414407,3,3-1,748,3,1,10823,10969.411424502228,-146.41142450222833,LOS
3174,6264,3,0,1,"6d,",341298,0,3,110,1024,64,,8b8b8b8b,,,744.52,1596,129.007869480163,-79.567,-81.566,2560,24326,296,1021,17764,18215,17112,2560,52,23,56,86293,255,124,123,166,272,16,25786,821227919872,834404871680,834774324736,821227936332,6238,3,0,1,"6d,",346593,,10780,8b8b8b8b,1,16460,745.6080000000001,1476.0,4.41543699249508e-06,-79.941,-82.756,29952.0,21253.0,271.0,1025.0,16694.0,16489.0,10169.0,10389.0,48.0,37.0,80.0,44512.0,255.0,128.0,126.0,178.0,0.0,16.0,14010,820651579904.0,833828524032,834198047232,820651564433,833828540492,834404855990,834774341196,834198032004,3,3-1,744,3,1,10780,10969.411424502228,-189.41142450222833,LOS
3175,6265,3,0,1,"6d,",341352,0,3,110,1024,64,,8b8b8b8b,,,747.7439999999999,1460,129.0078695102,-79.705,-81.207,60672,18693,278,1052,17829,17354,12019,60672,36,26,93,86324,255,124,123,166,272,16,42426,848494420992,861671297024,862040817664,848494437452,6239,3,0,1,"6d,",346648,,10799,8b8b8b8b,1,16460,750.904,1504.0,4.71580685593012e-06,-79.93,-81.64399999999999,36608.0,21253.0,280.0,1026.0,17122.0,17094.0,16466.0,11063.0,48.0,36.0,88.0,44378.0,255.0,128.0,126.0,178.0,0.0,16.0,58043,847918206976.0,861095075840,861464666624,847918191779,861095092300,861671281585,862040834124,861464651153,3,3-1,747,3,1,10799,10969.411424502228,-170.41142450222833,LOS
3176,6266,3,0,1,"6d,",341407,0,3,110,1024,64,,8b8b8b8b,,,743.48,1500,129.007869450126,-79.775,-81.342,58880,21765,272,1050,16743,17629,12766,58880,44,26,97,86292,255,124,123,166,272,16,26553,875760906240,888937720832,889307311104,875760922700,6240,3,0,1,"6d,",346702,,10861,8b8b8b8b,1,16460,746.648,1520.0,4.62569589689961e-06,-78.02,-81.709,38912.0,19205.0,277.0,1027.0,17409.0,17778.0,15226.0,11053.0,44.0,38.0,85.0,44503.0,255.0,128.0,126.0,178.0,0.0,16.0,442,875184818688.0,888361625600,888731286016,875184803260,888361642060,888937705130,889307327564,888731270835,3,3-1,743,3,1,10861,10969.411424502228,-108.41142450222833,LOS
3177,6267,3,0,1,"6d,",341462,0,3,110,1024,64,,8b8b8b8b,,,747.704,1552,129.007869390052,-79.85600000000001,-81.91,53504,21510,276,1049,17369,18012,16083,53504,48,24,105,86341,255,124,123,166,272,16,55738,903027401216,916204148224,916573804032,903027417676,6241,3,0,1,"6d,",346757,,10763,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,902451439616,,915628179456,915997905408,902451424464,915628195916,916204132741,916573820492,915997889966,3,3-1,747,3,1,10763,10969.411424502228,-206.41142450222833,LOS
3179,6269,3,0,1,"6d,",341571,0,3,110,1024,64,,8b8b8b8b,,,746.648,1484,129.007869450126,-79.693,-81.372,39424,19717,276,1051,16647,17806,13699,39424,40,25,97,86372,255,124,123,166,272,16,1978,957560385536,970737253376,971106790400,957560401996,6243,3,0,1,"6d,",346866,,10849,8b8b8b8b,1,16460,751.9680000000001,1604.0,4.65573288324311e-06,-78.212,-81.963,55552.0,22790.0,274.0,1026.0,17647.0,18274.0,15410.0,11305.0,52.0,38.0,81.0,44605.0,255.0,128.0,126.0,178.0,0.0,16.0,61371,956984676352.0,970161537024,970531144192,956984661245,970161553484,970737237846,971106806860,970531128834,3,3-1,746,3,1,10849,10969.411424502228,-120.41142450222833,LOS
3180,6270,3,0,1,"6d,",341625,0,3,110,1024,64,,8b8b8b8b,,,749.872,1492,129.0078695102,-79.686,-81.14399999999999,28416,19461,280,1050,17907,17420,11800,28416,40,26,100,86429,255,124,123,166,272,16,62395,984826880512,998003678720,998373283840,984826896972,6244,3,0,1,"6d,",346921,,10793,8b8b8b8b,1,16460,748.7760000000001,1464.0,4.62569589689961e-06,-78.1,-81.759,3072.0,19205.0,263.0,1027.0,15790.0,16494.0,15957.0,10150.0,48.0,35.0,92.0,44538.0,255.0,128.0,126.0,178.0,0.0,16.0,44731,984251297792.0,997428088832,997797763584,984251282456,997428105292,998003663411,998373300300,997797748493,3,3-1,749,3,1,10793,10969.411424502228,-176.41142450222833,LOS
3181,6271,3,0,1,"6d,",341680,0,3,110,1024,64,,8b8b8b8b,,,745.576,1380,129.007869269904,-79.64399999999999,-81.33800000000001,21504,19205,276,1049,16634,16584,14967,21504,36,23,106,86341,255,124,123,166,272,16,64186,1012093371904,1025270106112,1025639780864,1012093388364,6245,3,0,1,"6d,",346975,,10820,8b8b8b8b,1,16460,744.544,1504.0,4.50554795152559e-06,-78.009,-81.438,8192.0,21509.0,272.0,1028.0,17091.0,17157.0,13580.0,10632.0,48.0,36.0,93.0,44554.0,255.0,128.0,126.0,178.0,0.0,16.0,50106,1011517915648.0,1024694642176,1025064387072,1011517900084,1024694658636,1025270090496,1025639797324,1025064371789,3,3-1,745,3,1,10820,10969.411424502228,-149.41142450222833,LOS
3182,6272,3,0,1,"6d,",341735,0,3,110,1024,64,,8b8b8b8b,,,748.8,1476,129.007869450126,-79.64399999999999,-81.355,9216,20485,281,1020,17639,17754,13449,9216,40,26,53,86372,255,124,123,166,272,16,59323,1039359864832,1052536787456,1052906269696,1039359881292,6246,3,0,1,"6d,",347030,,10823,8b8b8b8b,1,16460,749.832,1536.0,4.5656219242126e-06,-79.997,-81.774,21248.0,19718.0,265.0,1025.0,16042.0,17064.0,15556.0,10063.0,52.0,35.0,86.0,44507.0,255.0,128.0,126.0,178.0,0.0,16.0,43707,1038784534528.0,1051961449984,1052331002368,1038784519263,1051961466444,1052536772072,1052906286156,1052330986853,3,3-1,748,3,1,10823,10969.411424502228,-146.41142450222833,LOS
3183,6273,3,0,1,"6d,",341789,0,3,110,1024,64,,8b8b8b8b,,,744.52,1548,129.007869239867,-79.854,-81.855,3328,20230,283,1051,17347,18462,16640,3328,44,25,95,86349,255,124,123,166,272,16,50106,1066626365952,1079803211264,1080172763136,1066626382412,6247,3,0,1,"6d,",347085,,10851,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,1066051162112,,1079227999744,1079597621760,1066051146631,1079228016204,1079803195593,1080172779596,1079597606544,3,3-1,744,3,1,10851,10969.411424502228,-118.41142450222833,LOS
3184,6274,3,0,1,"6d,",341844,0,3,110,1024,64,,8b8b8b8b,,,747.7439999999999,1396,129.00786957027398,-79.87,-81.023,59904,18949,268,1050,16230,16560,11937,59904,40,25,99,86245,255,124,123,166,272,16,26298,1093892851200,7558008832,7927628288,1093892867660,6248,3,0,1,"6d,",347139,,10855,8b8b8b8b,1,16460,750.904,1584.0,4.535584937869091e-06,-79.833,-81.58,38912.0,20230.0,278.0,1028.0,17146.0,18194.0,14385.0,10663.0,48.0,37.0,90.0,44569.0,255.0,128.0,126.0,178.0,0.0,16.0,64187,1093317773312.0,6982923776,7352613376,1093317758132,6982940236,7557993382,7927644748,7352597941,3,3-1,747,3,1,10855,10969.411424502228,-114.41142450222833,LOS
3186,6276,3,0,1,"6d,",341953,0,3,110,1024,64,,8b8b8b8b,,,746.68,1420,129.007869329978,-79.609,-82.677,43776,19461,270,1020,16848,15337,10883,43776,40,24,57,86390,255,124,123,166,272,16,53434,48914211840,62091115520,62460614656,48914228300,6250,3,0,1,"6d,",347248,,10776,8b8b8b8b,1,16460,751.96,1564.0,4.41543699249508e-06,-79.97,-81.668,50432.0,22278.0,278.0,1026.0,16561.0,17121.0,16781.0,11007.0,56.0,35.0,89.0,44465.0,255.0,128.0,126.0,178.0,0.0,16.0,45499,48339386368.0,61516282880,61885852160,48339371217,61516299340,62091099999,62460631116,61885836762,3,3-1,746,3,1,10776,10969.411424502228,-193.41142450222833,LOS
3188,6278,3,0,1,"6d,",342062,0,3,110,1024,64,,8b8b8b8b,,,746.64,1640,129.007869059645,-79.593,-81.622,33792,23558,304,1050,17801,18980,18098,33792,52,22,105,86118,255,124,123,166,272,16,35258,103447198208,116623966720,116993601024,103447214668,6252,3,0,1,"6d,",347358,,10782,8b8b8b8b,1,16460,752.0,1524.0,4.62569589689961e-06,-79.983,-81.92399999999999,1280.0,20997.0,269.0,1028.0,16425.0,16974.0,16891.0,10335.0,52.0,35.0,96.0,44499.0,255.0,128.0,126.0,178.0,0.0,16.0,10684,102872625152.0,116049386496,116419090944,102872610065,116049402956,116623951144,116993617484,116419075604,3,3-1,746,3,1,10782,10969.411424502228,-187.41142450222833,LOS
3189,6279,3,0,1,"6d,",342117,0,3,110,1024,64,,8b8b8b8b,,,749.84,1472,129.007869420089,-79.64399999999999,-81.832,19200,21765,272,1021,16418,17315,16574,19200,44,26,49,86254,255,124,123,166,272,16,8891,130713689088,143890647552,144260093952,130713705548,6253,3,0,1,"6d,",347412,,10813,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,130139242496,,143316193792,143685710336,130139227206,143316210252,143890632207,144260110412,143685694777,3,3-1,749,3,1,10813,10969.411424502228,-156.41142450222833,LOS
3190,6280,3,0,1,"6d,",342172,0,3,110,1024,64,,8b8b8b8b,,,744.512,1512,129.007869540237,-79.689,-81.562,5120,20741,288,1052,17802,18226,15499,5120,40,24,96,86253,255,124,123,166,272,16,35514,157980190208,171157073408,171526587392,157980206668,6254,3,0,1,"6d,",347467,,10826,8b8b8b8b,1,16460,745.584,1476.0,4.32532603346457e-06,-79.90100000000001,-81.446,23040.0,20485.0,274.0,1026.0,17060.0,16809.0,14495.0,10524.0,44.0,36.0,87.0,44459.0,255.0,128.0,126.0,178.0,0.0,16.0,42170,157405870080.0,170582745600,170952329728,157405854574,170582762060,171157057736,171526603852,170952314503,3,3-1,744,3,1,10826,10969.411424502228,-143.41142450222833,LOS
3191,6281,3,0,1,"6d,",342226,0,3,110,1024,64,,8b8b8b8b,,,747.704,1532,129.007869299941,-79.805,-81.839,53760,20485,278,1051,17435,18117,15840,53760,44,24,99,86221,255,124,123,166,272,16,7098,185246677504,198423498752,198793080320,185246693964,6255,3,0,1,"6d,",347522,,10850,8b8b8b8b,1,16460,750.928,1492.0,4.535584937869091e-06,-79.801,-81.37899999999999,41728.0,19461.0,274.0,1027.0,16822.0,17775.0,13144.0,10284.0,40.0,37.0,86.0,44400.0,255.0,128.0,126.0,178.0,0.0,16.0,46779,184672483328.0,197849297408,198218949120,184672468159,197849313868,198423483270,198793096780,198218933715,3,3-1,747,3,1,10850,10969.411424502228,-119.41142450222833,LOS
3192,6282,3,0,1,"6d,",342281,0,3,110,1024,64,,8b8b8b8b,,,749.872,1556,129.00786936001498,-79.928,-82.993,32512,22278,275,1050,17650,17456,9744,32512,52,26,95,86414,255,124,123,166,272,16,62139,212513168384,225689928192,226059575296,212513184844,6256,3,0,1,"6d,",347576,,10818,8b8b8b8b,1,16460,747.7360000000001,1600.0,4.80591781496063e-06,-79.895,-81.09899999999999,62208.0,23046.0,283.0,1028.0,17672.0,18010.0,11630.0,11211.0,52.0,34.0,97.0,44481.0,255.0,128.0,126.0,178.0,0.0,16.0,2234,211939100672.0,225115853312,225485570048,211939085303,225115869772,225689912899,226059591756,225485554953,3,3-1,749,3,1,10818,10969.411424502228,-151.41142450222833,LOS
3193,6283,3,0,1,"6d,",342335,0,3,110,1024,64,,8b8b8b8b,,,744.544,1448,129.007869540237,-79.96,-81.331,9984,19717,269,1020,16506,17285,12820,9984,40,23,57,86324,255,124,123,166,272,16,31418,239779661824,252956609536,253326066688,239779678284,6257,3,0,1,"6d,",347631,,10772,8b8b8b8b,1,16460,744.552,1548.0,4.5656219242126e-06,-79.98100000000001,-81.27,11776.0,21510.0,271.0,1025.0,17145.0,17334.0,11907.0,10485.0,52.0,36.0,84.0,44466.0,255.0,128.0,126.0,178.0,0.0,16.0,63930,239205720576.0,252382660608,252752187904,239205705026,252382677068,252956593875,253326083148,252752172645,3,3-1,744,3,1,10772,10969.411424502228,-197.41142450222833,LOS
3194,6284,3,0,1,"6d,",342390,0,3,110,1024,64,,8b8b8b8b,,,747.7360000000001,1516,129.007869450126,-79.816,-81.554,58368,20229,280,1051,17792,18203,13822,58368,40,25,95,86331,255,124,123,166,272,16,32954,267046154752,280223036928,280592559616,267046171212,6258,3,0,1,"6d,",347685,,10804,8b8b8b8b,1,16460,750.8960000000001,1628.0,4.445473978838581e-06,-78.173,-81.939,33024.0,21766.0,274.0,1026.0,16541.0,18066.0,16673.0,11202.0,56.0,37.0,85.0,44450.0,255.0,128.0,126.0,178.0,0.0,16.0,40379,266472339456.0,279649214464,280018807296,266472324253,279649230924,280223021472,280592576076,280018791845,3,3-1,747,3,1,10804,10969.411424502228,-165.41142450222833,LOS
3196,6286,3,0,1,"6d,",342499,0,3,110,1024,64,,8b8b8b8b,,,745.576,1480,129.007869239867,-79.655,-81.77,20480,19973,269,1049,16172,17350,15855,20480,44,22,106,86244,255,124,123,166,272,16,11450,321579143168,334755881984,335125545984,321579159628,6260,3,0,1,"6d,",347795,,10793,8b8b8b8b,1,16460,744.52,1588.0,4.62569589689961e-06,-78.044,-81.583,6400.0,23302.0,269.0,1028.0,16499.0,17492.0,14193.0,10482.0,56.0,38.0,88.0,44591.0,255.0,128.0,126.0,178.0,0.0,16.0,29626,321005580800.0,334182311936,334552046080,321005565245,334182328396,334755866356,335125562444,334552030797,3,3-1,745,3,1,10793,10969.411424502228,-176.41142450222833,LOS
3197,6287,3,0,1,"6d,",342554,0,3,110,1024,64,,8b8b8b8b,,,747.7439999999999,1444,129.007869239867,-79.73100000000001,-82.991,60672,20741,269,1020,16242,16769,11631,60672,44,25,53,86357,255,124,123,166,272,16,29370,348845636096,362022564864,362392039424,348845652556,6261,3,0,1,"6d,",347849,,10787,8b8b8b8b,1,16460,749.872,1532.0,4.65573288324311e-06,-78.063,-82.829,31488.0,22277.0,276.0,1025.0,16805.0,17473.0,10111.0,11084.0,48.0,34.0,91.0,44475.0,255.0,128.0,126.0,178.0,0.0,16.0,42427,348272199680.0,361449121280,361818665984,348272184447,361449137740,362022549417,362392055884,361818650517,3,3-1,747,3,1,10787,10969.411424502228,-182.41142450222833,LOS
3198,6288,3,0,1,"6d,",342608,0,3,110,1024,64,,8b8b8b8b,,,742.416,1628,129.007869420089,-79.62100000000001,-81.376,42496,22022,285,1051,17847,18227,13547,42496,56,24,95,86171,255,124,123,166,272,16,47033,376112127488,389288988672,389658532352,376112143948,6262,3,0,1,"6d,",347904,,10773,8b8b8b8b,1,16460,747.712,1568.0,4.535584937869091e-06,-78.01899999999999,-81.911,51200.0,19462.0,287.0,1026.0,17702.0,18451.0,17415.0,11862.0,44.0,35.0,91.0,44379.0,255.0,128.0,126.0,178.0,0.0,16.0,9914,375538817536.0,388715671040,389085284864,375538802132,388715687500,389288972890,389658548812,389085269726,3,3-1,742,3,1,10773,10969.411424502228,-196.41142450222833,LOS
3199,6289,3,0,1,"6d,",342663,0,3,110,1024,64,,8b8b8b8b,,,745.6160000000001,1484,129.007869480163,-79.673,-81.271,26624,20485,287,1050,17893,18229,13169,26624,36,25,99,86204,255,124,123,166,272,16,58810,403378628608,416555414016,416925025280,403378645068,6263,3,0,1,"6d,",347959,,10857,8b8b8b8b,1,16460,752.0,1500.0,4.5656219242126e-06,-79.83,-81.42,4352.0,19973.0,271.0,1028.0,15925.0,17531.0,14181.0,10128.0,44.0,37.0,91.0,44585.0,255.0,128.0,126.0,178.0,0.0,16.0,13756,402805444608.0,415982222848,416351904256,402805429549,415982239308,416555398436,416925041740,416351888952,3,3-1,745,3,1,10857,10969.411424502228,-112.41142450222833,LOS
3200,6290,3,0,1,"6d,",342718,0,3,110,1024,64,,8b8b8b8b,,,748.7760000000001,1464,129.007869329978,-79.777,-81.584,2048,21509,282,1049,17042,16527,17129,2048,44,24,101,86445,255,124,123,166,272,16,37563,430645115904,443821839360,444191522816,430645132364,6264,3,0,1,"6d,",348013,,10785,8b8b8b8b,1,16460,749.832,1584.0,4.47551096518209e-06,-78.044,-81.808,21504.0,22278.0,277.0,1028.0,17335.0,17949.0,15744.0,11116.0,52.0,36.0,91.0,44576.0,255.0,128.0,126.0,178.0,0.0,16.0,47035,430072058368.0,443248774656,443618528256,430072043112,443248791116,443821823932,444191539276,443618512770,3,3-1,748,3,1,10785,10969.411424502228,-184.41142450222833,LOS
3202,6292,3,0,1,"6d,",342827,0,3,110,1024,64,,8b8b8b8b,,,745.6160000000001,1532,129.007869390052,-79.946,-82.99600000000001,31744,22021,280,1051,18154,17535,10036,31744,44,25,97,86414,255,124,123,166,272,16,60090,485178102272,498354946048,498724505088,485178118732,6266,3,0,1,"6d,",348122,,10809,8b8b8b8b,1,16460,751.1,1548.0,4.595658910556099e-06,-79.933,-81.298,61184.0,21510.0,274.0,1027.0,17236.0,17764.0,12030.0,10602.0,48.0,37.0,88.0,44601.0,255.0,128.0,126.0,178.0,0.0,16.0,21691,484605297152.0,497782133760,498151762944,484605282059,497782150220,498354930488,498724521548,498151747599,3,3-1,745,3,1,10809,10969.411424502228,-160.41142450222833,LOS
3203,6293,3,0,1,"6d,",342882,0,3,110,1024,64,,8b8b8b8b,,,749.832,1576,129.00786936001498,-79.836,-81.817,18176,19718,289,1050,17502,18745,17083,18176,44,23,102,86229,255,124,123,166,272,16,24251,512444595200,525621370880,525990998016,512444611660,6267,3,0,1,"6d,",348177,,10802,8b8b8b8b,1,16460,748.8,1476.0,4.77588082861713e-06,-79.99600000000001,-82.854,13056.0,20229.0,269.0,1028.0,15753.0,17079.0,10917.0,10366.0,44.0,35.0,95.0,44225.0,255.0,128.0,126.0,178.0,0.0,16.0,35259,511871916544.0,525048685056,525418382336,511871901247,525048701516,525621355507,525991014476,525418366802,3,3-1,749,3,1,10802,10969.411424502228,-167.41142450222833,LOS
3204,6294,3,0,1,"6d,",342936,0,3,110,1024,64,,8b8b8b8b,,,743.48,1464,129.0078695102,-79.725,-81.15899999999999,61952,20741,276,1021,17458,17575,11428,61952,40,26,48,86263,255,124,123,166,272,16,12985,539711088640,552888054272,553257491456,539711105100,6268,3,0,1,"6d,",348232,,10830,8b8b8b8b,1,16460,745.6160000000001,1516.0,4.595658910556099e-06,-78.07,-82.939,28416.0,21765.0,269.0,1025.0,16173.0,16787.0,11350.0,10546.0,52.0,36.0,86.0,44537.0,255.0,128.0,126.0,178.0,0.0,16.0,11706,539138536448.0,552315494400,552685001728,539138520963,552315510860,552888038582,553257507916,552684986522,3,3-1,743,3,1,10830,10969.411424502228,-139.41142450222833,LOS
