,slot_ID_tag,model_tag,revision_tag,anchor_ID_tag,NPM_tag,RMoteclk_tag,Attenuation_tag,channel,bitrate,preamble,prf,distance_tag,txpower_tag,anchor_tag,antenna_delay_tag,fpindex_tag,ldethres_tag,rxtofs_tag,rxpower_tag,fppower_tag,ppampl_tag,ppindex_tag,rxpacc_tag,rxpacc_nosat_tag,fp_ampl1_tag,fp_ampl2_tag,fp_ampl3_tag,CIR_pwr_tag,CIR_noise_tag,rsmpdel_tag,rcphase_tag,DRX_CAR_INT_tag,OTP_temp_cal_tag,otp_temp_23_tag,sar_temp_l_tag,sar_bat_l_tag,pgdelaycount_tag,pgdelay_tag,LDE_RX_ANT_tag,RAWT1,RAWT4,RAWT5,T1,slot_ID_anchor,model_anchor,revision_anchor,anchor_ID_anchor,NPM_anchor,RMoteclk_anchor,Attenuation_anchor,distance_anchor,txpower_anchor,anchor_anchor,antenna_delay_anchor,fpindex_anchor,ldethres_anchor,rxtofs_anchor,rxpower_anchor,fppower_anchor,ppampl_anchor,ppindex_anchor,rxpacc_anchor,rxpacc_nosat_anchor,fp_ampl1_anchor,fp_ampl2_anchor,fp_ampl3_anchor,CIR_pwr_anchor,CIR_noise_anchor,rsmpdel_anchor,rcphase_anchor,DRX_CAR_INT_anchor,OTP_temp_cal_anchor,otp_temp_23_anchor,sar_temp_l_anchor,sar_bat_l_anchor,pgdelaycount_anchor,pgdelay_anchor,LDE_RX_ANT_anchor,RAWT2,RAWT3,RAWT6,T2,T3,T4,T5,T6,location_ID,loc_tag,fpi,tag_ID,anchor_ID,distance_UWB,distance_GT,error,NLOS
3205,6295,3,0,1,"6d,",342991,0,3,110,1024,64,,8b8b8b8b,,,746.68,1548,129.007869269904,-79.725,-81.29899999999999,43264,22534,271,1020,16593,17580,12521,43264,52,27,51,86334,255,124,123,166,272,16,53690,566977581568,580154479616,580523984384,566977598028,6269,3,0,1,"6d,",348286,,10861,8b8b8b8b,1,16460,750.936,1516.0,4.74584384227362e-06,-79.95,-82.93299999999999,44800.0,21509.0,269.0,1026.0,17299.0,15978.0,10802.0,10258.0,48.0,37.0,86.0,44545.0,255.0,128.0,126.0,178.0,0.0,16.0,37819,566405155328.0,579582046208,579951621120,566405140171,579582062668,580154464117,580524000844,579951605737,3,3-1,746,3,1,10861,10969.411424502228,-108.41142450222833,LOS
3206,6296,3,0,1,"6d,",343045,0,3,110,1024,64,,8b8b8b8b,,,749.8639999999999,1408,129.007869239867,-79.568,-81.017,24576,20229,269,1051,15143,16685,13287,24576,40,23,101,86181,255,124,123,166,272,16,10171,594244080640,607420904960,607790479872,594244097100,6270,3,0,1,"6d,",348341,,10784,8b8b8b8b,1,16460,748.7760000000001,1584.0,4.535584937869091e-06,-78.06,-81.839,3840.0,22022.0,284.0,1027.0,17797.0,18302.0,16429.0,11728.0,48.0,35.0,92.0,44466.0,255.0,128.0,126.0,178.0,0.0,16.0,34235,593671780864.0,606848598016,607218243072,593671765531,606848614476,607420889612,607790496332,607218227505,3,3-1,749,3,1,10784,10969.411424502228,-185.41142450222833,LOS
3207,6297,3,0,1,"6d,",343100,0,3,110,1024,64,,8b8b8b8b,,,744.512,1372,129.007869269904,-79.51100000000001,-81.153,5888,18181,268,1050,15133,16516,14110,5888,36,21,105,86108,255,124,123,166,272,16,7610,621510565888,634687328768,635056970752,621510582348,6271,3,0,1,"6d,",348395,,10786,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,620938392576,,634115147776,634484859904,620938377080,634115164236,634687313075,635056987212,634484844683,3,3-1,744,3,1,10786,10969.411424502228,-183.41142450222833,LOS
3208,6298,3,0,1,"6d,",343155,0,3,110,1024,64,,8b8b8b8b,,,746.68,1536,129.007869450126,-79.612,-81.3,43264,20742,285,1021,17892,18110,13106,43264,44,25,50,86340,255,124,123,166,272,16,58554,648777067008,661954011648,662323464192,648777083468,6272,3,0,1,"6d,",348450,,10815,8b8b8b8b,1,16460,750.928,1448.0,4.5656219242126e-06,-79.88,-81.15,42240.0,19973.0,270.0,1025.0,16702.0,16567.0,12544.0,10168.0,44.0,38.0,82.0,44560.0,255.0,128.0,126.0,178.0,0.0,16.0,16059,648205019648.0,661381957120,661751479808,648205004489,661381973580,661953996133,662323480652,661751464421,3,3-1,746,3,1,10815,10969.411424502228,-154.41142450222833,LOS
3209,6299,3,0,1,"6d,",343209,0,3,110,1024,64,,8b8b8b8b,,,749.8639999999999,1440,129.007869269904,-79.814,-81.564,24576,20229,270,1052,16703,17617,13880,24576,36,23,97,86214,255,124,123,166,272,16,16315,676043554304,689220434944,689589957120,676043570764,6273,3,0,1,"6d,",348505,,10797,8b8b8b8b,1,16460,747.7439999999999,1560.0,4.71580685593012e-06,-79.98,-82.963,65280.0,21510.0,273.0,1026.0,17430.0,17327.0,9595.0,10639.0,52.0,40.0,80.0,44577.0,255.0,128.0,126.0,178.0,0.0,16.0,5818,675471633408.0,688648506880,689018099200,675471618099,688648523340,689220419596,689589973580,689018083638,3,3-1,749,3,1,10797,10969.411424502228,-172.41142450222833,LOS
3210,6300,3,0,1,"6d,",343264,0,3,110,1024,64,,8b8b8b8b,,,744.512,1532,129.007869299941,-79.81,-81.76,1792,20485,285,1051,16985,18527,16726,1792,40,23,97,86149,255,124,123,166,272,16,22970,703310047744,716486862848,716856450560,703310064204,6274,3,0,1,"6d,",348559,,10793,8b8b8b8b,1,16460,745.576,1536.0,4.595658910556099e-06,-79.917,-81.529,22272.0,24070.0,276.0,1027.0,17154.0,17152.0,14901.0,10716.0,52.0,37.0,89.0,44505.0,255.0,128.0,126.0,178.0,0.0,16.0,698,702738253312.0,715915060736,716284718592,702738237811,715915077196,716486847155,716856467020,716284703374,3,3-1,744,3,1,10793,10969.411424502228,-176.41142450222833,LOS
3211,6301,3,0,1,"6d,",343319,0,3,110,1024,64,,8b8b8b8b,,,746.648,1408,129.0078695102,-79.842,-81.24600000000001,40192,19461,269,1049,16698,16144,13485,40192,40,24,104,86181,255,124,123,166,272,16,15034,730576538624,743753290240,744122943488,730576555084,6275,3,0,1,"6d,",348614,,10767,8b8b8b8b,1,16460,750.936,1448.0,4.74584384227362e-06,-79.884,-82.85600000000001,47104.0,19717.0,269.0,1028.0,16689.0,16701.0,10099.0,10104.0,44.0,38.0,89.0,44480.0,255.0,128.0,126.0,178.0,0.0,16.0,12731,730004870144.0,743181614592,743551337984,730004855004,743181631052,743753274705,744122959948,743551322597,3,3-1,746,3,1,10767,10969.411424502228,-202.41142450222833,LOS
3212,6302,3,0,1,"6d,",343373,0,3,110,1024,64,,8b8b8b8b,,,748.808,1396,129.007869660385,-79.922,-82.945,11776,18949,268,1020,16421,16508,11219,11776,40,27,50,86309,255,124,123,166,272,16,9659,757843034112,771019966976,771389436928,757843050572,6276,3,0,1,"6d,",348669,,10823,8b8b8b8b,1,16460,748.7760000000001,1424.0,4.32532603346457e-06,-79.923,-81.389,6144.0,19717.0,274.0,1025.0,16716.0,16699.0,14668.0,10576.0,40.0,35.0,87.0,44266.0,255.0,128.0,126.0,178.0,0.0,16.0,19643,757271492096.0,770448417792,770817957888,757271476772,770448434252,771019951610,771389453388,770817942356,3,3-1,748,3,1,10823,10969.411424502228,-146.41142450222833,LOS
3213,6303,3,0,1,"6d,",343428,0,3,110,1024,64,,8b8b8b8b,,,743.456,1464,129.007869420089,-79.835,-81.372,56320,22533,266,1051,15680,17076,13735,56320,44,24,98,86197,255,124,123,166,272,16,16569,785109524992,798286394880,798655931904,785109541452,6277,3,0,1,"6d,",348723,,10807,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,784538109440,,797714971648,798084578816,784538093977,797714988108,798286379152,798655948364,798084563639,3,3-1,743,3,1,10807,10969.411424502228,-162.41142450222833,LOS
3214,6304,3,0,1,"6d,",343482,0,3,110,1024,64,,8b8b8b8b,,,745.6160000000001,1400,129.00786936001498,-79.74600000000001,-81.102,27648,19461,271,1050,16930,16851,11735,27648,36,24,99,86285,255,124,123,166,272,16,8890,812376026112,825552818176,825922427392,812376042572,6278,3,0,1,"6d,",348778,,10841,8b8b8b8b,1,16460,751.9680000000001,1608.0,4.77588082861713e-06,-78.217,-81.87100000000001,56064.0,22022.0,275.0,1027.0,17734.0,18198.0,14995.0,11399.0,52.0,40.0,83.0,44536.0,255.0,128.0,126.0,178.0,0.0,16.0,18107,811804736512.0,824981521408,825351200768,811804721423,824981537868,825552802592,825922443852,825351185462,3,3-1,745,3,1,10841,10969.411424502228,-128.41142450222833,LOS
3215,6305,3,0,1,"6d,",343537,0,3,110,1024,64,,8b8b8b8b,,,748.768,1568,129.007869269904,-79.646,-81.648,1536,21510,295,1049,17333,18680,17385,1536,44,23,103,86245,255,124,123,166,272,16,46523,839642511360,852819243008,853188916224,839642527820,6279,3,0,1,"6d,",348832,,10793,8b8b8b8b,1,16460,749.832,1484.0,5.01617671936516e-06,-78.062,-81.583,22272.0,22277.0,267.0,1028.0,16037.0,16914.0,14991.0,10369.0,48.0,36.0,93.0,44455.0,255.0,128.0,126.0,178.0,0.0,16.0,42427,839071348224.0,852248072704,852617816064,839071332971,852248089164,852819227570,853188932684,852617800592,3,3-1,748,3,1,10793,10969.411424502228,-176.41142450222833,LOS
3217,6307,3,0,1,"6d,",343646,0,3,110,1024,64,,8b8b8b8b,,,744.552,1400,129.007869329978,-79.60300000000001,-82.806,11520,18693,272,1051,15580,16953,11675,11520,36,22,101,86213,255,124,123,166,272,16,56506,894175499776,907352351744,907721902592,894175516236,6281,3,0,1,"6d,",348942,,10810,8b8b8b8b,1,16460,744.552,1552.0,4.47551096518209e-06,-79.905,-81.138,14848.0,22534.0,281.0,1027.0,17805.0,18193.0,10943.0,11079.0,44.0,38.0,86.0,44496.0,255.0,128.0,126.0,178.0,0.0,16.0,36282,893604589568.0,906781433856,907151054848,893604574046,906781450316,907352336081,907721919052,907151039607,3,3-1,744,3,1,10810,10969.411424502228,-159.41142450222833,LOS
3218,6308,3,0,1,"6d,",343701,0,3,110,1024,64,,8b8b8b8b,,,747.704,1488,129.007869420089,-79.665,-81.50399999999999,49408,19461,279,1050,15760,17876,15987,49408,40,25,99,86396,255,124,123,166,272,16,37050,921441991168,934618777088,934988396032,921442007628,6282,3,0,1,"6d,",348996,,10801,8b8b8b8b,1,16460,750.928,1520.0,4.5656219242126e-06,-79.827,-81.415,40960.0,20485.0,274.0,1028.0,16779.0,17810.0,13396.0,10346.0,44.0,38.0,89.0,44648.0,255.0,128.0,126.0,178.0,0.0,16.0,35771,920871206912.0,934047985664,934417674752,920871191748,934048002124,934618761597,934988412492,934417659335,3,3-1,747,3,1,10801,10969.411424502228,-168.41142450222833,LOS
3219,6309,3,0,1,"6d,",343755,0,3,110,1024,64,,8b8b8b8b,,,749.84,1432,129.007869420089,-79.767,-81.488,22784,20229,274,1021,17086,17062,14433,22784,40,25,49,86470,255,124,123,166,272,16,48827,948708492288,961885455872,962254888960,948708508748,6283,3,0,1,"6d,",349051,,10799,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,948137834496,,961314790912,961684294144,948137819149,961314807372,961885440533,962254905420,961684278574,3,3-1,749,3,1,10799,10969.411424502228,-170.41142450222833,LOS
3220,6310,3,0,1,"6d,",343810,0,3,110,1024,64,,8b8b8b8b,,,744.512,1428,129.00786963034798,-79.717,-81.805,1024,20485,268,1020,16007,16953,16456,1024,40,27,49,86404,255,124,123,166,272,16,34746,975974977536,989151881728,989521382400,975974993996,6284,3,0,1,"6d,",349105,,10835,8b8b8b8b,1,16460,745.584,1492.0,4.595658910556099e-06,-79.89,-81.574,23552.0,19461.0,273.0,1026.0,16733.0,17641.0,14494.0,10421.0,40.0,34.0,91.0,44465.0,255.0,128.0,126.0,178.0,0.0,16.0,23994,975404446208.0,988581342720,988950913536,975404430688,988581359180,989151866064,989521398860,988950898307,3,3-1,744,3,1,10835,10969.411424502228,-134.41142450222833,LOS
3221,6311,3,0,1,"6d,",343865,0,3,110,1024,64,,8b8b8b8b,,,746.68,1484,129.00786936001498,-79.843,-81.105,48128,20741,278,1051,17757,17862,10554,48128,40,26,92,86389,255,124,123,166,272,16,23994,1003241472512,1016418307072,1016787875840,1003241488972,6285,3,0,1,"6d,",349160,,10846,8b8b8b8b,1,16460,750.936,1568.0,4.685769869586609e-06,-79.902,-81.396,43008.0,21254.0,272.0,1027.0,16974.0,17641.0,12809.0,10372.0,52.0,38.0,87.0,44537.0,255.0,128.0,126.0,178.0,0.0,16.0,20155,1002671067136.0,1015847894528,1016217533440,1002671051980,1015847910988,1016418291584,1016787892300,1016217518039,3,3-1,746,3,1,10846,10969.411424502228,-123.41142450222833,LOS
3222,6312,3,0,1,"6d,",343919,0,3,110,1024,64,,8b8b8b8b,,,749.84,1472,129.00786957027398,-79.863,-81.454,23808,21509,269,1050,16344,17592,13420,23808,40,25,96,86348,255,124,123,166,272,16,55483,1030507963904,1043684734464,1044054372864,1030507980364,6286,3,0,1,"6d,",349215,,10805,8b8b8b8b,1,16460,747.7360000000001,1532.0,4.595658910556099e-06,-79.953,-81.11,63232.0,20485.0,273.0,1028.0,17258.0,17483.0,10796.0,10573.0,48.0,39.0,88.0,44465.0,255.0,128.0,126.0,178.0,0.0,16.0,27322,1029937684992.0,1043114448384,1043484156928,1029937669667,1043114464844,1043684719129,1044054389324,1043484141357,3,3-1,749,3,1,10805,10969.411424502228,-164.41142450222833,LOS
3223,6313,3,0,1,"6d,",343974,0,3,110,1024,64,,8b8b8b8b,,,744.52,1592,129.007869179793,-79.798,-81.78,2304,23046,295,1021,17859,18612,17765,2304,48,23,54,86220,255,124,123,166,272,16,50106,1057774457344,1070951413760,1071320862208,1057774473804,6287,3,0,1,"6d,",349269,,10806,8b8b8b8b,1,16460,745.576,1548.0,4.62569589689961e-06,-78.108,-81.88,21760.0,22022.0,278.0,1025.0,17734.0,18194.0,15688.0,11361.0,44.0,38.0,82.0,44535.0,255.0,128.0,126.0,178.0,0.0,16.0,18106,1057204304896.0,1070381253632,1070750772224,1057204289401,1070381270092,1070951398069,1071320878668,1070750757009,3,3-1,744,3,1,10806,10969.411424502228,-163.41142450222833,LOS
3224,6314,3,0,1,"6d,",344029,0,3,110,1024,64,,8b8b8b8b,,,746.68,1464,129.007869179793,-79.679,-82.774,44032,22021,271,1052,15540,16707,11664,44032,48,22,96,86317,255,124,123,166,272,16,46266,1085040950272,1098217839104,1098587357184,1085040966732,6288,3,0,1,"6d,",349324,,10779,8b8b8b8b,1,16460,750.936,1440.0,4.595658910556099e-06,-79.98100000000001,-81.017,44800.0,19717.0,270.0,1026.0,17369.0,16308.0,11036.0,10409.0,36.0,37.0,86.0,44513.0,255.0,128.0,126.0,178.0,0.0,16.0,55739,1084470923776.0,1097647805440,1098017393664,1084470908619,1097647821900,1098217823568,1098587373644,1098017378283,3,3-1,746,3,1,10779,10969.411424502228,-190.41142450222833,LOS
3225,6315,3,0,1,"6d,",344083,0,3,110,1024,64,,8b8b8b8b,,,749.832,1408,129.00786920983,-79.57,-81.221,20736,19461,268,1051,14807,17075,14181,20736,36,22,101,86333,255,124,123,166,272,16,55227,12795817984,25972636672,26342222848,12795834444,6289,3,0,1,"6d,",349379,,10793,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,12225917952,,25402729472,25772385792,12225902642,25402745932,25972621301,26342239308,25772370252,3,3-1,749,3,1,10793,10969.411424502228,-176.41142450222833,LOS
3226,6316,3,0,1,"6d,",344138,0,3,110,1024,64,,8b8b8b8b,,,743.488,1396,129.007868879423,-79.67699999999999,-81.016,60416,19205,270,1050,16229,16932,11799,60416,36,23,102,86343,255,124,123,166,272,16,26041,40062312960,53239062016,53608715776,40062329420,6290,3,0,1,"6d,",349433,,10794,8b8b8b8b,1,16460,745.6080000000001,1632.0,4.445473978838581e-06,-78.169,-81.399,29184.0,24326.0,283.0,1028.0,18410.0,18542.0,12016.0,11941.0,52.0,37.0,92.0,44402.0,255.0,128.0,126.0,178.0,0.0,16.0,60090,39492539392.0,52669280768,53039004672,39492523918,52669297228,53239046296,53608732236,53038989482,3,3-1,743,3,1,10794,10969.411424502228,-175.41142450222833,LOS
3227,6317,3,0,1,"6d,",344192,0,3,110,1024,64,,8b8b8b8b,,,746.64,1404,129.007869329978,-79.587,-81.462,38656,19205,269,1020,15927,17037,14634,38656,36,23,58,86285,255,124,123,166,272,16,14266,67328809984,80505744896,80875209216,67328826444,6291,3,0,1,"6d,",349488,,10771,8b8b8b8b,1,16460,751.96,1480.0,4.595658910556099e-06,-79.994,-81.62,54272.0,20229.0,274.0,1025.0,16976.0,17106.0,15329.0,10750.0,44.0,35.0,89.0,44355.0,255.0,128.0,126.0,178.0,0.0,16.0,20667,66759162368.0,79936090112,80305624576,66759147232,79936106572,80505729347,80875225676,80305609204,3,3-1,746,3,1,10771,10969.411424502228,-198.41142450222833,LOS
3229,6319,3,0,1,"6d,",344302,0,3,110,1024,64,,8b8b8b8b,,,743.48,1440,129.007869239867,-79.66199999999999,-82.787,61952,18437,276,1050,16191,17198,11193,61952,40,21,104,86069,255,124,123,166,272,16,16313,121861790720,135038594048,135408193536,121861807180,6293,3,0,1,"6d,",349597,,10771,8b8b8b8b,1,16460,746.64,1556.0,4.65573288324311e-06,-79.881,-80.029,33536.0,23046.0,274.0,1027.0,16818.0,17517.0,17508.0,10474.0,52.0,38.0,88.0,44592.0,255.0,128.0,126.0,178.0,0.0,16.0,45754,121292396032.0,134469191680,134838861312,121292380583,134469208140,135038578318,135408209996,134838846121,3,3-1,743,3,1,10771,10969.411424502228,-198.41142450222833,LOS
3230,6320,3,0,1,"6d,",344356,0,3,110,1024,64,,8b8b8b8b,,,746.648,1468,129.007869299941,-79.84899999999999,-81.543,38912,20997,274,1049,17032,17224,14651,38912,44,24,104,86286,255,124,123,166,272,16,35002,149128289792,162305025536,162674686976,149128306252,6294,3,0,1,"6d,",349652,,10809,8b8b8b8b,1,16460,751.96,1516.0,4.65573288324311e-06,-79.899,-81.581,53248.0,21765.0,275.0,1028.0,16652.0,16781.0,15986.0,10595.0,52.0,36.0,95.0,44427.0,255.0,128.0,126.0,178.0,0.0,16.0,3259,148559021056.0,161735749632,162105481216,148559005924,161735766092,162305009996,162674703436,162105465852,3,3-1,746,3,1,10809,10969.411424502228,-160.41142450222833,LOS
3231,6321,3,0,1,"6d,",344411,0,3,110,1024,64,,8b8b8b8b,,,749.84,1496,129.00786957027398,-79.76100000000001,-81.453,18944,18949,272,1020,15783,17621,14629,18944,44,25,54,86261,255,124,123,166,272,16,42939,176394783232,189571700224,189941181952,176394799692,6295,3,0,1,"6d,",349706,,10840,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,175825640960,,189002550784,189372102656,175825625645,189002567244,189571684870,189941198412,189372087119,3,3-1,749,3,1,10840,10969.411424502228,-129.41142450222833,LOS
3233,6323,3,0,1,"6d,",344520,0,3,110,1024,64,,8b8b8b8b,,,746.68,1496,129.007869540237,-79.893,-81.251,47104,21253,277,1020,17865,18000,11070,47104,40,26,51,86231,255,124,123,166,272,16,51642,230927763456,244104679424,244474166784,230927779916,6297,3,0,1,"6d,",349816,,10844,8b8b8b8b,1,16460,750.928,1652.0,4.71580685593012e-06,-78.152,-81.295,46336.0,24582.0,281.0,1026.0,18488.0,18082.0,11281.0,11725.0,56.0,37.0,85.0,44385.0,255.0,128.0,126.0,178.0,0.0,16.0,14523,230358873600.0,243535782400,243905339904,230358858449,243535798860,244104663932,244474183244,243905324506,3,3-1,746,3,1,10844,10969.411424502228,-125.41142450222833,LOS
3234,6324,3,0,1,"6d,",344575,0,3,110,1024,64,,8b8b8b8b,,,741.352,1412,129.007869390052,-79.881,-81.101,29696,18949,270,1051,17097,17119,10841,29696,36,26,94,86389,255,124,123,166,272,16,51641,258194258944,271371104768,271740659712,258194275404,6298,3,0,1,"6d,",349870,,10830,8b8b8b8b,1,16460,747.7439999999999,1600.0,4.32532603346457e-06,-78.273,-82.99700000000001,65024.0,22278.0,271.0,1027.0,18085.0,16705.0,9231.0,11215.0,52.0,36.0,91.0,44474.0,255.0,128.0,126.0,178.0,0.0,16.0,42426,257625495552.0,270802333696,271171959296,257625480210,270802350156,271371088952,271740676172,271171943704,3,3-1,741,3,1,10830,10969.411424502228,-139.41142450222833,LOS
3235,6325,3,0,1,"6d,",344629,0,3,110,1024,64,,8b8b8b8b,,,744.544,1436,129.00786960031098,-79.564,-82.689,13824,20741,270,1050,16690,16110,10055,13824,44,25,100,86453,255,124,123,166,272,16,12986,285460755968,298637532160,299007153152,285460772428,6299,3,0,1,"6d,",349925,,10803,8b8b8b8b,1,16460,745.576,1568.0,4.5656219242126e-06,-78.163,-81.939,16640.0,22278.0,278.0,1028.0,17335.0,17155.0,17579.0,11505.0,52.0,34.0,98.0,44459.0,255.0,128.0,126.0,178.0,0.0,16.0,47034,284892119040.0,298068887552,298438578688,284892103493,298068904012,298637516530,299007169612,298438563411,3,3-1,744,3,1,10803,10969.411424502228,-166.41142450222833,LOS
3236,6326,3,0,1,"6d,",344684,0,3,110,1024,64,,8b8b8b8b,,,748.768,1412,129.00786920983,-79.51,-81.331,1024,18437,267,1049,14764,16777,15008,1024,40,22,105,86285,255,124,123,166,272,16,44219,312727243264,325903955456,326273646080,312727259724,6300,3,0,1,"6d,",349979,,10763,8b8b8b8b,1,16460,749.872,1572.0,4.62569589689961e-06,-79.973,-81.348,27904.0,21510.0,271.0,1029.0,17016.0,17620.0,12229.0,10467.0,52.0,38.0,92.0,44665.0,255.0,128.0,126.0,178.0,0.0,16.0,30907,312158732288.0,325335437312,325705198080,312158717073,325335453772,325903940008,326273662540,325705182604,3,3-1,748,3,1,10763,10969.411424502228,-206.41142450222833,LOS
3238,6328,3,0,1,"6d,",344793,0,3,110,1024,64,,8b8b8b8b,,,746.64,1620,129.007869179793,-79.699,-81.675,34048,22022,290,1051,17005,18574,17069,34048,52,23,98,86173,255,124,123,166,272,16,28090,367260235776,380437064192,380806632960,367260252236,6302,3,0,1,"6d,",350089,,10774,8b8b8b8b,1,16460,751.9680000000001,1532.0,4.74584384227362e-06,-79.99,-81.681,57088.0,19205.0,282.0,1027.0,18041.0,18421.0,14541.0,11378.0,40.0,39.0,84.0,44574.0,255.0,128.0,126.0,178.0,0.0,16.0,31163,366691977216.0,379868798464,380238437376,366691962123,379868814924,380437048625,380806649420,380238422023,3,3-1,746,3,1,10774,10969.411424502228,-195.41142450222833,LOS
3239,6329,3,0,1,"6d,",344848,0,3,110,1024,64,,8b8b8b8b,,,748.808,1460,129.00786936001498,-79.673,-82.501,14848,20997,272,1050,17440,15389,8965,14848,40,23,101,86373,255,124,123,166,272,16,8379,394526729216,407703487488,408073125888,394526745676,6303,3,0,1,"6d,",350143,,10765,8b8b8b8b,1,16460,748.808,1464.0,4.74584384227362e-06,-79.796,-82.772,12032.0,20997.0,271.0,1028.0,15591.0,16877.0,11337.0,10048.0,44.0,36.0,94.0,44530.0,255.0,128.0,126.0,178.0,0.0,16.0,59323,393958597120.0,407135348224,407505056768,393958581827,407135364684,407703472102,408073142348,407505041231,3,3-1,748,3,1,10765,10969.411424502228,-204.41142450222833,LOS
3240,6330,3,0,1,"6d,",344902,0,3,110,1024,64,,8b8b8b8b,,,743.488,1484,129.007869420089,-79.868,-81.232,59392,22789,271,1021,16915,17026,12400,59392,48,26,50,86382,255,124,123,166,272,16,5049,421793222144,434970168832,435339619328,421793238604,6304,3,0,1,"6d,",350198,,10790,8b8b8b8b,1,16460,745.6080000000001,1476.0,4.595658910556099e-06,-79.83800000000001,-82.721,29184.0,22533.0,272.0,1025.0,15554.0,17015.0,11052.0,10221.0,44.0,36.0,86.0,44498.0,255.0,128.0,126.0,178.0,0.0,16.0,49850,421225216512.0,434402155520,434771676160,421225201030,434402171980,434970153132,435339635788,434771660947,3,3-1,743,3,1,10790,10969.411424502228,-179.41142450222833,LOS
3241,6331,3,0,1,"6d,",344957,0,3,110,1024,64,,8b8b8b8b,,,746.68,1464,129.00786920983,-79.872,-81.059,44032,18181,270,1052,16139,17085,11990,44032,44,21,100,86197,255,124,123,166,272,16,3002,449059707392,462236594176,462606112256,449059723852,6305,3,0,1,"6d,",350252,,10754,8b8b8b8b,1,16460,750.936,1604.0,4.74584384227362e-06,-78.125,-82.93799999999999,48640.0,20998.0,275.0,1026.0,18195.0,16864.0,9316.0,11160.0,52.0,37.0,85.0,44481.0,255.0,128.0,126.0,178.0,0.0,16.0,5051,448491827712.0,461668707328,462038295552,448491812570,461668723788,462236578632,462606128716,462038280168,3,3-1,746,3,1,10754,10969.411424502228,-215.41142450222833,LOS
3242,6332,3,0,1,"6d,",345012,0,3,110,1024,64,,8b8b8b8b,,,749.832,1460,129.007869329978,-79.729,-81.387,21248,22789,275,1051,16659,16305,15342,21248,48,24,99,86190,255,124,123,166,272,16,5051,476326200832,489503021568,489872605696,476326217292,6306,3,0,1,"6d,",350307,,10810,8b8b8b8b,1,16460,748.7760000000001,1536.0,4.65573288324311e-06,-78.042,-81.593,6144.0,21766.0,268.0,1027.0,16248.0,17106.0,14798.0,10399.0,52.0,33.0,96.0,44569.0,255.0,128.0,126.0,178.0,0.0,16.0,30907,475758447616.0,488935261184,489304915456,475758432276,488935277644,489503006215,489872622156,489304899906,3,3-1,749,3,1,10810,10969.411424502228,-159.41142450222833,LOS
3243,6333,3,0,1,"6d,",345066,0,3,110,1024,64,,8b8b8b8b,,,743.488,1388,129.00786960031098,-79.664,-82.772,64000,19205,271,1050,16789,16660,9852,64000,36,26,96,86307,255,124,123,166,272,16,38329,503592701952,516769451008,517139099136,503592718412,6307,3,0,1,"6d,",350362,,10855,8b8b8b8b,1,16460,,,,,,,,,,,,,,,,,,,,,,,,503025075200,,516201816576,516571534848,503025059702,516201833036,516769435326,517139115596,516571519646,3,3-1,743,3,1,10855,10969.411424502228,-114.41142450222833,LOS
3244,6334,3,0,1,"6d,",345121,0,3,110,1024,64,,8b8b8b8b,,,746.648,1520,129.00786963034798,-79.65,-81.248,40704,20997,273,1020,16219,17528,13154,40704,48,26,52,86364,255,124,123,166,272,16,23482,530859189248,544036126208,544405592064,530859205708,6308,3,0,1,"6d,",350416,,10827,8b8b8b8b,1,16460,750.936,1508.0,4.535584937869091e-06,-78.128,-81.168,44800.0,21765.0,265.0,1025.0,16712.0,16760.0,11290.0,10372.0,52.0,38.0,82.0,44600.0,255.0,128.0,126.0,178.0,0.0,16.0,18619,530291688448.0,543468618240,543838154240,530291673299,543468634700,544036110691,544405608524,543838138860,3,3-1,746,3,1,10827,10969.411424502228,-142.41142450222833,LOS
