fp_ampl1,fp_ampl2,fp_ampl3,std_noise,CIRpower,RXPACC,fpindex,RX_power,FP_power,Pd,Pr,estimated_range,distance_GT,error,label
5989,6819,6099,84,9090,1466,47649,-94.698,-104.713,10.015,1.105757249,7201,6509.856527,-691.143473,1
6123,6734,4994,88,9240,1466,47795,-94.769,-104.262,9.493,1.100169887,7211,6509.856527,-701.143473,1
6009,6470,5864,88,9044,1466,47968,-94.676,-104.443,9.767,1.103162364,7197,6509.856527,-687.143473,1
6917,6366,6107,92,9647,1530,47186,-94.585,-104.558,9.973,1.105439552,7230,6509.856527,-720.143473,1
6809,6919,6167,72,9240,1465,47833,-94.775,-103.157,8.382,1.088441045,7178,6509.856527,-668.143473,1
18373,19295,13109,44,8376,329,47727,-81.321,-82.369,1.048,1.0128872,6896,6963.053138,67.053138,0
11507,19132,19183,40,8694,329,47873,-81.483,-82.293,0.81,1.009940724,6901,6963.053138,62.053138,0
15677,17458,10608,36,6341,277,47674,-81.607,-82.626,1.019,1.012486674,6915,6963.053138,48.053138,0
13754,17713,11324,36,6055,279,47989,-81.344,-82.349,1.005,1.012354937,6920,6963.053138,43.053138,0
15755,20145,18476,40,9394,353,47758,-81.208,-82.284,1.076,1.013249926,6910,6963.053138,53.053138,0
19437,19472,12234,36,8795,339,47733,-81.273,-82.23,0.957,1.011775128,6873,6963.053138,90.053138,0
14829,18754,14706,40,7196,294,47839,-81.639,-82.857,1.218,1.01491934,6920,6963.053138,43.053138,0
15951,20089,16552,40,8993,349,47770,-81.117,-82.097,0.98,1.012081315,6878,6963.053138,85.053138,0
14034,16876,11730,36,5861,272,47917,-81.423,-82.487,1.064,1.013067561,6901,6963.053138,62.053138,0
9032,17660,15094,32,5967,286,47954,-81.065,-82.065,1,1.01233578,6934,6963.053138,29.053138,0
14005,17871,13096,32,6366,276,47975,-81.655,-82.811,1.156,1.014157124,6925,6963.053138,38.053138,0
12767,17881,12650,32,6212,284,47658,-81.301,-82.274,0.973,1.011967872,6892,6963.053138,71.053138,0
7474,16451,16708,36,6250,289,47684,-81.175,-83.864,2.689,1.033125962,6929,6963.053138,34.053138,0
17506,19210,13883,44,8114,318,47849,-81.478,-82.597,1.119,1.013733769,6873,6963.053138,90.053138,0
12630,16936,14240,32,5952,269,47767,-81.586,-82.788,1.202,1.01473292,6915,6963.053138,48.053138,0
13070,19616,18185,40,8726,341,47633,-81.188,-82.08,0.892,1.010986845,6901,6963.053138,62.053138,0
15476,20081,16523,40,9016,348,47897,-81.153,-82.046,0.893,1.011003906,6878,6963.053138,85.053138,0
15440,17010,9534,32,6491,279,47678,-81.646,-82.262,0.616,1.007544766,6887,6963.053138,76.053138,0
16519,19889,15178,44,8732,341,47714,-81.191,-82.141,0.95,1.011700804,6896,6963.053138,67.053138,0
8630,16911,18301,36,7170,315,47751,-81.024,-83.716,2.692,1.033224724,6896,6963.053138,67.053138,0
15618,16799,10411,32,5979,275,47737,-81.414,-82.497,1.083,1.01330238,6929,6963.053138,34.053138,0
12693,17071,12611,40,5848,274,47974,-81.35,-82.369,1.019,1.012526122,6868,6963.053138,95.053138,0
9826,18868,15501,40,7098,313,47885,-81.035,-83.755,2.72,1.033565743,6910,6963.053138,53.053138,0
7720,16761,16563,36,6259,284,47942,-81.333,-82.081,0.748,1.009196759,6920,6963.053138,43.053138,0
18090,19068,13055,40,8300,346,47726,-82.844,-83.829,0.985,1.011889817,6906,6963.053138,57.053138,0
18637,18609,13578,36,8280,319,47720,-81.539,-82.619,1.08,1.013245196,6878,6963.053138,85.053138,0
11024,18595,16320,40,7132,304,47635,-81.309,-82.257,0.948,1.011659226,6910,6963.053138,53.053138,0
6735,15798,17359,32,6243,287,47747,-81.231,-83.856,2.625,1.032315249,6929,6963.053138,34.053138,0
10992,17825,13260,36,5848,286,47844,-82.977,-82.017,-0.96,0.988430529,6920,6963.053138,43.053138,0
14879,18609,11220,40,6710,293,47934,-81.364,-82.333,0.969,1.011909444,6925,6963.053138,38.053138,0
14480,17501,11758,32,6030,277,47665,-81.388,-82.567,1.179,1.014486165,6948,6963.053138,15.053138,0
15922,17402,10488,40,6312,277,47674,-81.587,-82.647,1.06,1.012992266,6920,6963.053138,43.053138,0
13997,18629,12040,32,6661,293,47861,-81.333,-82.298,0.965,1.011864803,6934,6963.053138,29.053138,0
10783,17930,17189,36,6954,290,47947,-81.609,-82.664,1.055,1.012927496,6864,6963.053138,99.053138,0
16334,19885,18047,36,9127,330,47700,-81.668,-82.836,1.168,1.014301807,6925,6963.053138,38.053138,0
15259,17088,12195,40,6199,271,47914,-81.698,-82.884,1.186,1.014516879,6887,6963.053138,76.053138,0
14303,16768,11553,28,5883,271,47725,-81.471,-82.519,1.048,1.012863473,6910,6963.053138,53.053138,0
12852,18080,12395,36,6182,294,47725,-82.979,-83.993,1.014,1.012219959,6878,6963.053138,85.053138,0
14584,17221,11717,32,5965,274,47919,-81.436,-82.61,1.174,1.014416229,6892,6963.053138,71.053138,0
14316,18599,14465,40,6988,292,47840,-81.57,-82.761,1.191,1.014600956,6882,6963.053138,81.053138,0
15513,20511,17868,44,9954,397,47830,-82.439,-83.199,0.76,1.009218938,6873,6963.053138,90.053138,0
17474,20301,18404,44,9866,351,47825,-81.47,-82.591,1.121,1.013759666,6920,6963.053138,43.053138,0
17659,18977,11964,40,7840,318,47989,-81.329,-82.323,0.994,1.012221963,6920,6963.053138,43.053138,0
7603,16858,15766,36,5760,276,47759,-81.221,-82.154,0.933,1.011487177,6901,6963.053138,62.053138,0
15228,18752,13050,32,7087,296,47852,-81.513,-82.606,1.093,1.013408904,6925,6963.053138,38.053138,0
12417,18527,18872,40,8408,327,47814,-81.391,-82.281,0.89,1.01093487,6910,6963.053138,53.053138,0
16057,18539,11920,40,7205,295,47731,-81.614,-82.577,0.963,1.011799446,6887,6963.053138,76.053138,0
17125,19387,12558,40,8003,322,47668,-81.31,-82.277,0.967,1.011892756,6915,6963.053138,48.053138,0
16209,18947,13098,36,7337,300,47661,-81.547,-82.711,1.164,1.014273977,6943,6963.053138,20.053138,0
11258,17336,14914,36,6020,271,47889,-81.571,-82.727,1.156,1.014171703,6892,6963.053138,71.053138,0
12478,17914,12328,28,6017,286,47725,-81.101,-82.116,1.015,1.012515259,6864,6963.053138,99.053138,0
16902,19999,16437,40,8981,351,47637,-81.062,-82.157,1.095,1.013508179,6882,6963.053138,81.053138,0
13344,17009,14068,40,6144,268,47897,-81.756,-82.927,1.171,1.014323108,6915,6963.053138,48.053138,0
15417,18530,11549,36,7063,303,47990,-81.296,-82.17,0.874,1.010750836,6887,6963.053138,76.053138,0
13201,18741,16172,40,7208,297,47956,-81.558,-82.764,1.206,1.014787023,6882,6963.053138,81.053138,0
9705,17884,14664,32,6102,290,47636,-81.041,-83.998,2.957,1.036487704,6882,6963.053138,81.053138,0
11209,18768,14226,32,6817,306,47771,-81.056,-83.872,2.816,1.034741413,6910,6963.053138,53.053138,0
13047,16980,12664,32,5883,275,47910,-81.344,-82.389,1.045,1.012846676,6910,6963.053138,53.053138,0
17777,19066,12478,40,8039,341,47731,-82.832,-83.822,0.99,1.011951903,6901,6963.053138,62.053138,0
12057,19082,18029,40,8191,335,47760,-81.067,-83.973,2.906,1.035846892,6896,6963.053138,67.053138,0
8503,16366,17469,40,6399,282,47746,-81.491,-82.352,0.861,1.010565584,6929,6963.053138,34.053138,0
8420,16869,15450,32,5734,275,47954,-81.233,-82.212,0.979,1.012051752,6915,6963.053138,48.053138,0
15834,19626,17503,40,8657,319,47828,-81.732,-82.925,1.193,1.014596486,6864,6963.053138,99.053138,0
16990,20225,18239,40,9663,347,47697,-81.479,-82.583,1.104,1.013549504,6943,6963.053138,20.053138,0
16652,19645,15304,36,8301,328,47835,-81.308,-82.472,1.164,1.014315934,6896,6963.053138,67.053138,0
17585,19535,13177,36,8347,336,47728,-81.123,-82.1,0.977,1.01204344,6925,6963.053138,38.053138,0
14292,17186,13339,36,6132,271,47650,-81.651,-82.91,1.259,1.015419285,6892,6963.053138,71.053138,0
9386,17164,14447,32,5693,275,47638,-81.201,-82.192,0.991,1.012204283,6896,6963.053138,67.053138,0
12668,18201,12984,40,6279,297,47977,-82.958,-82.002,-0.956,0.988476096,6878,6963.053138,85.053138,0
14873,18674,14626,36,7200,296,47968,-81.582,-82.776,1.194,1.014635581,6892,6963.053138,71.053138,0
9853,17341,14476,36,5849,279,47768,-81.193,-82.182,0.989,1.012180853,6887,6963.053138,76.053138,0
18016,19856,14448,40,8845,353,46823,-82.946,-83.978,1.032,1.01244183,6901,6963.053138,62.053138,0
18683,17908,11062,40,7856,326,47862,-81.122,-83.983,2.861,1.035267868,6882,6963.053138,81.053138,0
14392,19335,15713,44,7907,322,47838,-81.258,-82.282,1.024,1.012601836,6910,6963.053138,53.053138,0
18498,19222,12306,40,8346,324,47859,-81.438,-82.409,0.971,1.011923181,6887,6963.053138,76.053138,0
15501,16827,10695,36,6007,274,47670,-81.466,-82.551,1.085,1.01331844,6901,6963.053138,62.053138,0
18341,19089,11261,44,8227,322,47674,-81.43,-82.281,0.851,1.010450694,6901,6963.053138,62.053138,0
13590,18184,13608,36,6486,284,47648,-81.488,-82.647,1.159,1.014222953,6939,6963.053138,24.053138,0
12976,18219,18167,36,7832,311,47756,-81.518,-82.597,1.079,1.01323634,6939,6963.053138,24.053138,0
16161,16944,9639,32,6211,278,47998,-81.485,-82.448,0.963,1.011818126,6943,6963.053138,20.053138,0
8591,16996,15333,36,5716,279,47954,-81.093,-82.113,1.02,1.012578151,6915,6963.053138,48.053138,0
10704,18156,13992,40,6229,289,47642,-81.161,-82.103,0.942,1.01160656,6887,6963.053138,76.053138,0
15859,17016,9918,36,6117,279,47804,-81.388,-82.405,1.017,1.0124957,6887,6963.053138,76.053138,0
6985,16311,16455,40,6075,280,47681,-81.327,-83.992,2.665,1.032768945,6915,6963.053138,48.053138,0
14201,17182,11251,36,5957,277,47986,-81.335,-82.358,1.023,1.012577611,6887,6963.053138,76.053138,0
17217,19870,15859,36,8640,345,47705,-81.043,-82.247,1.204,1.014856311,6896,6963.053138,67.053138,0
14032,17262,12460,32,5935,272,47785,-81.477,-82.698,1.221,1.014985824,6920,6963.053138,43.053138,0
14308,17667,11137,32,6146,284,47671,-81.254,-82.261,1.007,1.012393236,6920,6963.053138,43.053138,0
13416,17633,11919,32,6076,282,47983,-81.266,-82.268,1.002,1.01232988,6892,6963.053138,71.053138,0
13970,17641,11636,36,6058,279,47922,-81.346,-82.421,1.075,1.013215155,6920,6963.053138,43.053138,0
10468,18095,16514,40,6792,279,47755,-81.842,-82.858,1.016,1.012414164,6882,6963.053138,81.053138,0
14441,19189,18765,36,8904,340,47754,-81.301,-82.31,1.009,1.012410671,6910,6963.053138,53.053138,0
16386,19554,14919,36,8131,331,47644,-81.139,-82.275,1.136,1.014000666,6920,6963.053138,43.053138,0
12792,17058,12504,32,5839,272,47655,-81.407,-82.428,1.021,1.012541919,6920,6963.053138,43.053138,0
12398,19007,17888,32,8090,332,47631,-81.091,-82.053,0.962,1.011863215,6910,6963.053138,53.053138,0
13515,16612,12379,36,5843,273,47846,-81.378,-82.403,1.025,1.012595542,6896,6963.053138,67.053138,0
11562,17570,13411,36,5895,277,47779,-81.29,-82.349,1.059,1.013027433,6920,6963.053138,43.053138,0
11266,18036,13970,36,6261,282,47965,-81.396,-82.366,0.97,1.011917048,6878,6963.053138,85.053138,0
16001,17724,10268,36,6400,285,47998,-81.4,-82.46,1.06,1.013022113,6906,6963.053138,57.053138,0
8832,17021,17756,40,6891,299,47945,-81.304,-82.09,0.786,1.009667421,6910,6963.053138,53.053138,0
12997,17791,12828,28,6214,281,47849,-81.394,-82.415,1.021,1.012543922,6910,6963.053138,53.053138,0
17263,20137,18536,44,9806,353,47698,-81.394,-82.504,1.11,1.013637369,6920,6963.053138,43.053138,0
5034,4284,2731,84,5966,1439,47608,-95.03,-107.187,12.157,1.127928023,7933,7727.366951,-205.633049,1
6211,5526,5075,84,6837,1505,47877,-95.233,-105.48,10.247,1.107599257,8036,7727.366951,-308.633049,1
6493,5790,4783,96,6756,1506,47240,-95.175,-105.64,10.465,1.109955345,7933,7727.366951,-205.633049,1
4966,3814,2332,76,6163,1440,47481,-95.165,-108.59,13.425,1.141070772,7858,7727.366951,-130.633049,1
5452,4087,2666,96,6878,1503,47859,-95.27,-107.007,11.737,1.123197229,7821,7727.366951,-93.633049,1
5824,4713,3728,84,6151,1440,47578,-95.157,-106.545,11.388,1.119675904,7839,7727.366951,-111.633049,1
5801,4659,3665,88,6779,1505,47001,-95.196,-106.084,10.888,1.114374554,7830,7727.366951,-102.633049,1
5275,4547,2771,100,6897,1503,47483,-95.282,-107.216,11.934,1.12524926,7825,7727.366951,-97.633049,1
6174,5852,4236,92,3947,1506,45805,-98.841,-105.26,6.419,1.064942686,8008,7727.366951,-280.633049,1
5417,4343,2524,100,6902,1506,47228,-95.268,-107.073,11.805,1.123913591,7825,7727.366951,-97.633049,1
5062,4260,2995,80,6389,1441,47467,-95.316,-107.308,11.992,1.125813085,7839,7727.366951,-111.633049,1
5620,4794,3753,84,6020,1440,47776,-95.063,-106.459,11.396,1.119878396,7896,7727.366951,-168.633049,1
5896,5246,3685,80,6456,1505,47538,-96.984,-106.509,9.525,1.098212076,7905,7727.366951,-177.633049,1
4735,4378,2718,96,6178,1439,47479,-95.182,-108.998,13.816,1.145153495,7868,7727.366951,-140.633049,1
6087,5152,4269,80,6129,1439,47498,-95.147,-105.227,10.08,1.105941333,7994,7727.366951,-266.633049,1
6219,4887,4035,88,6664,1504,47312,-95.127,-106.682,11.555,1.121469194,7886,7727.366951,-158.633049,1
6345,5164,4320,84,6710,1504,47250,-95.157,-105.039,9.882,1.103849428,7980,7727.366951,-252.633049,1
5743,5433,5436,92,6998,1505,47433,-95.334,-105.349,10.015,1.105051713,8102,7727.366951,-374.633049,1
6132,4926,4799,80,6527,1441,47879,-95.408,-105.375,9.967,1.104467131,8004,7727.366951,-276.633049,1
5154,4735,3279,88,3345,1504,45683,-98.134,-107.477,9.343,1.095206554,7915,7727.366951,-187.633049,1
5176,5553,5190,100,6818,1504,47691,-95.226,-106.986,11.76,1.123495684,8036,7727.366951,-308.633049,1
5647,4365,2826,88,6793,1503,47670,-95.216,-107.424,12.208,1.128213746,7882,7727.366951,-154.633049,1
5413,4111,2583,72,7143,1504,47415,-95.428,-108.947,13.519,1.141667016,7839,7727.366951,-111.633049,1
5577,4447,2772,100,7166,1502,47615,-95.454,-107.402,11.948,1.125170239,7844,7727.366951,-116.633049,1
5716,4413,3035,88,4056,1506,45869,-98.959,-107.582,8.623,1.087137097,7816,7727.366951,-88.633049,1
6191,5371,4517,80,6962,1505,47170,-95.311,-105.133,9.822,1.103052114,7891,7727.366951,-163.633049,1
6127,5688,4172,84,6998,1502,47772,-95.351,-105.136,9.785,1.102620843,7985,7727.366951,-257.633049,1
5669,4138,2598,88,6839,1506,47288,-95.228,-107.186,11.958,1.125572311,7900,7727.366951,-172.633049,1
6055,5789,5254,88,7059,1505,47691,-95.371,-105.611,10.24,1.107370165,8018,7727.366951,-290.633049,1
6155,5451,4475,84,7063,1506,47558,-95.368,-105.129,9.761,1.102350893,8022,7727.366951,-294.633049,1
6160,5003,3690,92,6607,1505,46881,-95.084,-106.551,11.467,1.120598629,8065,7727.366951,-337.633049,1
6003,4820,3198,80,6986,1503,47220,-95.338,-106.14,10.802,1.113302146,7938,7727.366951,-210.633049,1
6385,5260,4964,88,7070,1505,46853,-95.378,-105.397,10.019,1.105045189,7947,7727.366951,-219.633049,1
6029,5267,4331,88,7036,1503,47110,-95.369,-106.903,11.534,1.120940767,7943,7727.366951,-215.633049,1
5782,4466,4305,92,6029,1442,47886,-95.058,-106.648,11.59,1.121925561,8013,7727.366951,-285.633049,1
5968,4634,3616,92,5762,1439,47255,-96.879,-106.56,9.681,1.099928777,7947,7727.366951,-219.633049,1
5897,6248,4769,92,6922,1504,47386,-95.292,-105.562,10.27,1.107774,7994,7727.366951,-266.633049,1
6019,4622,4400,80,6693,1504,47301,-95.146,-106.577,11.431,1.120141677,7849,7727.366951,-121.633049,1
5584,4289,2698,84,6377,1505,47351,-96.93,-107.257,10.327,1.106540803,7858,7727.366951,-130.633049,1
6164,5137,4901,92,6811,1505,47115,-95.216,-105.173,9.957,1.104572761,8027,7727.366951,-299.633049,1
5744,4402,3139,96,6870,1504,47596,-95.259,-107.654,12.395,1.130118939,7896,7727.366951,-168.633049,1
5874,5566,5185,88,6461,1504,47240,-96.993,-105.37,8.377,1.086367057,8022,7727.366951,-294.633049,1
5880,4497,4072,72,5824,1502,46413,-96.553,-106.262,9.709,1.100556171,7990,7727.366951,-262.633049,1
5891,4933,4202,84,6104,1441,47558,-95.117,-106.934,11.817,1.124236467,7910,7727.366951,-182.633049,1
5851,5134,5378,88,6793,1505,47424,-95.204,-105.228,10.024,1.105289694,8107,7727.366951,-379.633049,1
5515,3972,3145,84,6207,1442,47386,-95.184,-107.569,12.385,1.130116406,7839,7727.366951,-111.633049,1
2559,2034,1283,52,1117,674,47864,-96.342,-107.597,11.255,1.1168234,7943,7727.366951,-215.633049,1
4364,5557,5292,100,6187,1439,47500,-95.188,-105.015,9.827,1.103237803,8107,7727.366951,-379.633049,1
5706,5461,4342,84,6282,1502,47303,-96.882,-106.823,9.941,1.10260936,7891,7727.366951,-163.633049,1
5360,4150,2531,80,6259,1441,47225,-95.226,-107.276,12.05,1.126541071,7877,7727.366951,-149.633049,1
6097,4997,4215,72,6876,1503,47116,-95.269,-106.746,11.477,1.120469408,7882,7727.366951,-154.633049,1
5309,4598,2897,84,6615,1441,47734,-95.467,-107.699,12.232,1.128128044,7900,7727.366951,-172.633049,1
6081,5195,3925,92,5206,1506,46035,-96.043,-106.7,10.657,1.110960716,7905,7727.366951,-177.633049,1
5831,4393,3795,92,5995,1442,47304,-95.033,-106.386,11.353,1.119463765,7886,7727.366951,-158.633049,1
5252,4348,2726,76,6183,1441,47736,-95.173,-107.404,12.231,1.128513339,7919,7727.366951,-191.633049,1
5357,4174,2556,88,6272,1440,47611,-95.241,-107.306,12.065,1.126678636,7919,7727.366951,-191.633049,1
5411,4251,2722,88,6098,1442,47925,-95.107,-107.465,12.358,1.129937859,7947,7727.366951,-219.633049,1
6342,5566,4592,92,6583,1506,46855,-95.062,-105.354,10.292,1.108266184,7966,7727.366951,-238.633049,1
5994,4607,3980,92,6029,1440,47884,-95.07,-106.725,11.655,1.122593878,7905,7727.366951,-177.633049,1
6172,5230,4100,88,6641,1504,47248,-95.112,-106.866,11.754,1.123580621,7994,7727.366951,-266.633049,1
5484,5551,5534,100,6669,1505,47430,-95.124,-105.324,10.2,1.10722846,8088,7727.366951,-360.633049,1
4409,5129,4094,96,5595,1455,47393,-96.655,-107.962,11.307,1.116983084,8008,7727.366951,-280.633049,1
5775,5178,4666,96,6220,1442,47751,-95.193,-105.215,10.022,1.10528085,8051,7727.366951,-323.633049,1
5906,4593,3992,76,6253,1441,47940,-95.222,-106.654,11.432,1.12005629,7816,7727.366951,-88.633049,1
5932,5016,3918,92,4215,1505,45965,-97.132,-106.5,9.368,1.096446073,7952,7727.366951,-224.633049,1
5910,4511,2831,92,6779,1505,47484,-95.196,-107.722,12.526,1.131581159,7915,7727.366951,-187.633049,1
5732,16793,15483,72,6804,806,47756,-90.636,-92.572,1.936,1.021360166,17974,17867.24747,-106.75253,0
12751,18621,11924,60,8074,920,47862,-90.23,-92.123,1.893,1.020979718,17983,17867.24747,-115.75253,0
4504,17324,17076,68,7618,851,47881,-90.654,-92.528,1.874,1.020672006,17983,17867.24747,-115.75253,0
2471,14761,17979,72,7300,848,47874,-90.5,-92.073,1.573,1.017381215,17997,17867.24747,-129.75253,0
2311,15008,17551,64,7109,805,47874,-90.837,-92.456,1.619,1.017823134,17983,17867.24747,-115.75253,0
3777,18332,20102,80,10545,1081,47940,-91.989,-93.359,1.37,1.014893085,17969,17867.24747,-101.75253,0
12367,18517,12256,60,7475,873,47667,-90.35,-92.542,2.192,1.024261206,17997,17867.24747,-129.75253,0
6619,18981,17047,72,8447,916,47950,-90.464,-92.44,1.976,1.021842943,17978,17867.24747,-110.75253,0
12330,20511,15156,68,10046,1070,47716,-91.867,-93.716,1.849,1.020126923,18016,17867.24747,-148.75253,0
10093,19134,14787,60,8107,911,47836,-90.333,-92.436,2.103,1.023280529,18011,17867.24747,-143.75253,0
13217,18096,11515,60,7066,821,47671,-90.639,-92.999,2.36,1.026037357,17997,17867.24747,-129.75253,0
7341,16628,13795,68,6317,795,47891,-90.432,-92.418,1.986,1.021961253,17978,17867.24747,-110.75253,0
7862,18106,14504,56,7657,883,47832,-90.356,-92.122,1.766,1.019544911,17983,17867.24747,-115.75253,0
6544,18735,16771,72,8401,913,47886,-90.468,-92.344,1.876,1.020736614,17974,17867.24747,-106.75253,0
9617,19185,14506,76,8624,960,47649,-90.146,-93.881,3.735,1.041432787,18002,17867.24747,-134.75253,0
13139,20052,13423,60,9364,1014,47729,-90.028,-93.918,3.89,1.043208779,17978,17867.24747,-110.75253,0
6503,19483,18215,56,9956,1027,47627,-90.184,-93.8,3.616,1.040095804,17992,17867.24747,-124.75253,0
8959,18559,14517,76,7643,878,47771,-90.397,-92.42,2.023,1.022379061,17992,17867.24747,-124.75253,0
10097,19567,14640,64,8484,941,47778,-90.249,-92.233,1.984,1.021983623,18011,17867.24747,-143.75253,0
8583,19097,15280,72,8239,914,47769,-90.374,-92.313,1.939,1.021455286,17988,17867.24747,-120.75253,0
2357,14906,17478,56,7129,822,47681,-90.667,-92.231,1.564,1.017249937,18002,17867.24747,-134.75253,0
5394,17340,16177,68,7360,821,47819,-90.817,-92.692,1.875,1.020645914,17983,17867.24747,-115.75253,0
5810,18617,17002,60,8319,909,47821,-90.464,-92.345,1.881,1.020792802,17964,17867.24747,-96.75253,0
3719,16783,17235,64,7624,850,47622,-90.668,-92.398,1.73,1.019080602,17974,17867.24747,-106.75253,0
5996,18512,16808,64,8189,909,47630,-90.396,-92.291,1.895,1.020963317,17988,17867.24747,-120.75253,0
10201,17638,12509,64,6506,785,47658,-90.67,-92.933,2.263,1.024958641,18016,17867.24747,-148.75253,0
4237,17978,18179,72,8494,914,47814,-90.507,-92.312,1.805,1.019943209,17969,17867.24747,-101.75253,0
6705,17185,14919,60,6737,806,47952,-90.593,-92.637,2.044,1.02256245,17992,17867.24747,-124.75253,0
10621,18873,14121,64,7781,906,47714,-90.202,-92.367,2.165,1.024001685,18011,17867.24747,-143.75253,0
9208,17310,13069,60,6413,775,47969,-90.719,-92.918,2.199,1.024239685,18021,17867.24747,-153.75253,0
8913,18704,14999,72,7732,888,47703,-90.349,-92.449,2.1,1.023243201,17974,17867.24747,-106.75253,0
4843,19068,18466,68,9981,1030,47817,-90.17,-93.624,3.454,1.038305423,17992,17867.24747,-124.75253,0
6828,18216,16069,72,7658,862,47951,-90.566,-92.588,2.022,1.022326259,17969,17867.24747,-101.75253,0
13354,18923,12218,72,7688,875,47990,-90.453,-92.781,2.328,1.025737123,18016,17867.24747,-148.75253,0
4724,18287,18470,68,9052,937,47879,-90.567,-92.262,1.695,1.018715426,17983,17867.24747,-115.75253,0
7833,16821,13393,56,6168,764,47768,-90.674,-92.788,2.114,1.023314291,18011,17867.24747,-143.75253,0
14524,19322,12025,72,8139,940,47738,-90.078,-92.424,2.346,1.026044095,17988,17867.24747,-120.75253,0
3804,16848,17478,64,7652,855,47750,-90.633,-92.429,1.796,1.019816182,17978,17867.24747,-110.75253,0
7807,17879,15002,68,7089,821,47891,-90.654,-92.795,2.141,1.02361727,17997,17867.24747,-129.75253,0
2249,14379,16413,76,6835,843,47683,-90.265,-93.566,3.301,1.036570099,18002,17867.24747,-134.75253,0
7244,17552,14975,64,6892,811,47762,-90.638,-92.749,2.111,1.023290452,17997,17867.24747,-129.75253,0
9728,19184,14855,60,8298,929,47645,-90.264,-92.245,1.981,1.021946734,18025,17867.24747,-157.75253,0
2883,15103,19914,72,9251,1011,47744,-90.001,-93.178,3.177,1.035299608,18011,17867.24747,-143.75253,0
10303,19510,14565,68,9129,1023,47907,-91.841,-93.506,1.665,1.018129158,18002,17867.24747,-134.75253,0
10542,19109,13734,64,8379,947,47592,-90.14,-93.96,3.82,1.042378522,17997,17867.24747,-129.75253,0
10793,16886,11701,76,6139,776,47660,-90.518,-92.774,2.256,1.02492322,18021,17867.24747,-153.75253,0
7960,17544,14136,64,6652,802,47960,-90.581,-92.742,2.161,1.0238571,18011,17867.24747,-143.75253,0
8987,18844,14346,64,8131,922,47584,-90.241,-92.038,1.797,1.019913343,17964,17867.24747,-96.75253,0
4681,18203,18503,68,9037,946,47687,-90.477,-92.165,1.688,1.018656675,17992,17867.24747,-124.75253,0
4448,17116,16994,64,7637,857,47879,-90.604,-92.393,1.789,1.019745265,17974,17867.24747,-106.75253,0
3538,18278,18985,72,9625,1004,47686,-90.234,-93.719,3.485,1.038621806,17983,17867.24747,-115.75253,0
6754,18085,16021,60,7594,861,47631,-90.539,-92.548,2.009,1.022189333,18016,17867.24747,-148.75253,0
6893,17068,14796,52,6572,798,47696,-90.572,-92.684,2.112,1.023318465,18002,17867.24747,-134.75253,0
10613,18941,13837,72,8077,930,47909,-90.137,-92.104,1.967,1.021822337,17992,17867.24747,-124.75253,0
10119,20037,15619,68,9454,1013,47708,-90.079,-93.885,3.806,1.042251801,17992,17867.24747,-124.75253,0
11415,19472,14137,68,8530,967,47591,-90.036,-92.059,2.023,1.02246879,18025,17867.24747,-157.75253,0
6969,17888,15299,72,7248,833,47953,-90.624,-92.647,2.023,1.022323005,17988,17867.24747,-120.75253,0
4969,17821,16959,56,7890,863,47947,-90.685,-92.532,1.847,1.020367205,18002,17867.24747,-134.75253,0
12828,20585,14785,72,10193,1076,47656,-91.881,-93.691,1.81,1.019699394,18016,17867.24747,-148.75253,0
6523,17780,15601,68,7249,835,47760,-90.604,-92.622,2.018,1.022272747,17997,17867.24747,-129.75253,0
4737,19443,19614,72,10219,1051,47752,-90.097,-93.777,3.68,1.040844867,17992,17867.24747,-124.75253,0
5347,18957,17799,72,9569,1025,47627,-90.029,-93.525,3.496,1.038831932,17974,17867.24747,-106.75253,0
15997,20425,12582,72,10060,1067,47739,-91.897,-93.894,1.997,1.021730851,18006,17867.24747,-138.75253,0
10566,18130,13278,68,7125,823,47974,-90.654,-92.852,2.198,1.024246034,17992,17867.24747,-124.75253,0
7753,18429,15676,68,7352,862,47954,-90.389,-92.648,2.259,1.024991979,17983,17867.24747,-115.75253,0
7751,19874,17312,72,9686,1013,47888,-90.184,-93.925,3.741,1.041481859,17992,17867.24747,-124.75253,0
2570,15413,17798,64,7825,897,47619,-90.314,-93.693,3.379,1.037413911,18006,17867.24747,-138.75253,0
10028,19765,14883,88,9331,1026,47650,-91.911,-93.566,1.655,1.01800655,18021,17867.24747,-153.75253,0
2404,14157,16633,72,6496,783,47617,-90.686,-92.222,1.536,1.016937565,17974,17867.24747,-106.75253,0
5116,4871,2968,96,4126,1489,46780,-97.132,-107.489,10.357,1.106628094,11067,9919.192558,-1147.807442,1
772,4524,5700,88,4014,1491,47681,-97.001,-107.078,10.077,1.103885527,11119,9919.192558,-1199.807442,1
3448,5675,3589,88,3775,1429,47610,-97.103,-107.716,10.613,1.109296314,11124,9919.192558,-1204.807442,1
3893,5607,3562,100,4184,1492,47545,-97.175,-107.513,10.338,1.106385387,11110,9919.192558,-1190.807442,1
836,4652,5126,84,3702,1425,47111,-97.043,-107.051,10.008,1.103129541,11067,9919.192558,-1147.807442,1
1077,4666,5574,92,4045,1491,46788,-97.034,-107.114,10.08,1.103881114,11077,9919.192558,-1157.807442,1
